Fecha,País,Vistas
23 may 2023,Germany,1
23 may 2023,Paraguay,1
23 may 2023,United States,1
24 may 2023,Argentina,53
24 may 2023,Paraguay,4
24 may 2023,Indonesia,2
24 may 2023,Mexico,2
24 may 2023,Ecuador,1
25 may 2023,Argentina,28
25 may 2023,Brazil,7
25 may 2023,China,4
25 may 2023,Peru,1
26 may 2023,Argentina,8
26 may 2023,Mexico,1
29 may 2023,Argentina,43
29 may 2023,Chile,3
29 may 2023,Colombia,2
29 may 2023,China,1
29 may 2023,Paraguay,1
30 may 2023,Argentina,51
30 may 2023,Paraguay,5
30 may 2023,Chile,2
30 may 2023,Indonesia,2
30 may 2023,Colombia,1
30 may 2023,Peru,1
31 may 2023,Argentina,32
31 may 2023,United States,3
31 may 2023,Hungary,1
31 may 2023,Paraguay,1
1 jun 2023,Argentina,74
1 jun 2023,Paraguay,3
1 jun 2023,Canada,1
2 jun 2023,Argentina,50
2 jun 2023,Paraguay,3
2 jun 2023,Spain,2
2 jun 2023,China,1
3 jun 2023,Argentina,102
3 jun 2023,Paraguay,10
3 jun 2023,Peru,1
4 jun 2023,Argentina,57
5 jun 2023,Argentina,46
5 jun 2023,Paraguay,2
5 jun 2023,China,1
5 jun 2023,Dominican Republic,1
6 jun 2023,Argentina,45
6 jun 2023,France,8
6 jun 2023,Paraguay,4
6 jun 2023,Brazil,2
6 jun 2023,Panama,2
6 jun 2023,Bolivia,1
6 jun 2023,China,1
6 jun 2023,United States,1
7 jun 2023,Argentina,41
7 jun 2023,Paraguay,3
7 jun 2023,Colombia,2
7 jun 2023,Ecuador,1
8 jun 2023,Argentina,72
8 jun 2023,Paraguay,3
9 jun 2023,Argentina,28
9 jun 2023,Paraguay,4
10 jun 2023,Argentina,50
10 jun 2023,Peru,4
10 jun 2023,Mexico,3
10 jun 2023,Bolivia,1
11 jun 2023,Argentina,35
12 jun 2023,Argentina,41
12 jun 2023,Paraguay,2
12 jun 2023,Brazil,1
13 jun 2023,Argentina,54
13 jun 2023,Paraguay,3
14 jun 2023,Argentina,70
14 jun 2023,Peru,6
14 jun 2023,China,2
14 jun 2023,Paraguay,2
14 jun 2023,Germany,1
14 jun 2023,Saudi Arabia,1
15 jun 2023,Argentina,69
15 jun 2023,China,2
15 jun 2023,(not set),1
15 jun 2023,Mexico,1
15 jun 2023,United States,1
16 jun 2023,Argentina,12
16 jun 2023,Mexico,1
21 jun 2023,Argentina,55
21 jun 2023,Brazil,1
21 jun 2023,United States,1
22 jun 2023,Argentina,21
22 jun 2023,Brazil,0
23 jun 2023,Argentina,118
23 jun 2023,United States,2
23 jun 2023,Chile,1
23 jun 2023,China,1
23 jun 2023,Indonesia,1
23 jun 2023,Paraguay,1
24 jun 2023,Argentina,42
24 jun 2023,Australia,3
24 jun 2023,Bolivia,1
24 jun 2023,China,1
24 jun 2023,Mexico,1
25 jun 2023,Argentina,22
25 jun 2023,Peru,1
25 jun 2023,United States,1
26 jun 2023,Argentina,24
26 jun 2023,Brazil,3
26 jun 2023,Colombia,2
26 jun 2023,Paraguay,2
26 jun 2023,Mexico,1
27 jun 2023,Argentina,56
27 jun 2023,Paraguay,1
28 jun 2023,Argentina,37
29 jun 2023,Argentina,52
30 jun 2023,Argentina,60
1 jul 2023,Argentina,37
1 jul 2023,China,1
2 jul 2023,Argentina,18
3 jul 2023,Argentina,155
3 jul 2023,China,2
4 jul 2023,Argentina,106
4 jul 2023,Chile,2
4 jul 2023,China,1
4 jul 2023,Mexico,1
5 jul 2023,Argentina,52
5 jul 2023,China,1
6 jul 2023,Argentina,52
6 jul 2023,China,1
7 jul 2023,Argentina,30
7 jul 2023,China,1
7 jul 2023,Ecuador,1
8 jul 2023,Argentina,44
9 jul 2023,Argentina,19
9 jul 2023,Colombia,1
9 jul 2023,Paraguay,1
10 jul 2023,Argentina,15
10 jul 2023,Mexico,1
10 jul 2023,Paraguay,1
10 jul 2023,Peru,1
11 jul 2023,Argentina,30
11 jul 2023,Paraguay,8
11 jul 2023,Mexico,0
12 jul 2023,Argentina,13
12 jul 2023,(not set),1
12 jul 2023,Paraguay,1
13 jul 2023,Argentina,15
13 jul 2023,Cuba,13
13 jul 2023,(not set),1
13 jul 2023,Indonesia,1
13 jul 2023,Italy,1
14 jul 2023,Argentina,14
14 jul 2023,Paraguay,2
14 jul 2023,Mexico,1
15 jul 2023,Argentina,36
15 jul 2023,Paraguay,5
15 jul 2023,Chile,1
15 jul 2023,Germany,1
16 jul 2023,Argentina,52
16 jul 2023,Mexico,3
16 jul 2023,(not set),2
17 jul 2023,Argentina,20
17 jul 2023,China,1
17 jul 2023,United States,1
18 jul 2023,Argentina,30
18 jul 2023,China,3
18 jul 2023,Paraguay,2
19 jul 2023,Argentina,9
19 jul 2023,United States,0
20 jul 2023,Argentina,11
20 jul 2023,Brazil,1
20 jul 2023,China,1
21 jul 2023,Argentina,4
21 jul 2023,Peru,1
21 jul 2023,China,0
22 jul 2023,Argentina,23
22 jul 2023,China,2
22 jul 2023,Germany,1
23 jul 2023,Argentina,22
23 jul 2023,Mexico,1
24 jul 2023,Argentina,70
24 jul 2023,Paraguay,3
24 jul 2023,Colombia,1
25 jul 2023,Argentina,50
25 jul 2023,Italy,3
25 jul 2023,Paraguay,3
25 jul 2023,Indonesia,2
25 jul 2023,Mexico,1
25 jul 2023,Peru,1
25 jul 2023,United States,1
26 jul 2023,Argentina,53
26 jul 2023,China,1
26 jul 2023,Peru,1
26 jul 2023,United States,0
27 jul 2023,Argentina,58
27 jul 2023,Brazil,2
27 jul 2023,China,1
27 jul 2023,Paraguay,1
27 jul 2023,Peru,1
27 jul 2023,United States,0
28 jul 2023,Argentina,25
28 jul 2023,Brazil,4
28 jul 2023,Peru,3
28 jul 2023,Paraguay,1
28 jul 2023,Ireland,0
28 jul 2023,Sweden,0
28 jul 2023,United States,0
29 jul 2023,Argentina,62
29 jul 2023,China,1
29 jul 2023,Dominican Republic,1
29 jul 2023,Paraguay,1
29 jul 2023,Peru,1
30 jul 2023,Argentina,35
30 jul 2023,Brazil,2
30 jul 2023,China,1
31 jul 2023,Argentina,66
31 jul 2023,China,2
31 jul 2023,Nicaragua,1
31 jul 2023,United States,1
31 jul 2023,Sweden,0
1 ago 2023,Argentina,194
1 ago 2023,Paraguay,16
1 ago 2023,Romania,4
1 ago 2023,Mexico,1
1 ago 2023,Ireland,0
1 ago 2023,United States,0
2 ago 2023,Argentina,112
2 ago 2023,Paraguay,4
2 ago 2023,China,2
2 ago 2023,Ireland,0
2 ago 2023,United States,0
3 ago 2023,Argentina,39
3 ago 2023,Paraguay,2
3 ago 2023,United States,2
3 ago 2023,Ireland,0
4 ago 2023,Argentina,27
4 ago 2023,Paraguay,4
4 ago 2023,Sweden,0
4 ago 2023,United States,0
5 ago 2023,Argentina,33
5 ago 2023,Brazil,6
5 ago 2023,China,1
5 ago 2023,United States,0
6 ago 2023,Argentina,14
6 ago 2023,Mexico,1
6 ago 2023,United States,1
7 ago 2023,Argentina,70
7 ago 2023,China,1
7 ago 2023,Italy,1
7 ago 2023,Paraguay,1
7 ago 2023,Ireland,0
7 ago 2023,United States,0
8 ago 2023,Argentina,37
8 ago 2023,Paraguay,4
8 ago 2023,Brazil,1
8 ago 2023,United States,0
9 ago 2023,Argentina,90
9 ago 2023,Paraguay,4
9 ago 2023,Germany,3
9 ago 2023,Brazil,2
9 ago 2023,Hungary,2
9 ago 2023,China,1
9 ago 2023,Sweden,0
10 ago 2023,Argentina,75
10 ago 2023,Paraguay,7
10 ago 2023,(not set),2
10 ago 2023,Guatemala,1
10 ago 2023,Honduras,1
10 ago 2023,China,0
10 ago 2023,United States,0
11 ago 2023,Argentina,28
11 ago 2023,Paraguay,11
11 ago 2023,China,1
11 ago 2023,Ireland,0
12 ago 2023,Argentina,45
12 ago 2023,China,2
12 ago 2023,United States,1
13 ago 2023,Argentina,21
13 ago 2023,(not set),2
13 ago 2023,Mexico,1
13 ago 2023,United States,1
14 ago 2023,Argentina,56
14 ago 2023,Paraguay,3
14 ago 2023,Brazil,1
14 ago 2023,China,1
14 ago 2023,United States,0
15 ago 2023,Argentina,63
15 ago 2023,Paraguay,5
15 ago 2023,Chile,1
15 ago 2023,Germany,1
15 ago 2023,United States,1
15 ago 2023,Sweden,0
16 ago 2023,Argentina,57
16 ago 2023,Mexico,8
16 ago 2023,Paraguay,6
16 ago 2023,Indonesia,2
16 ago 2023,China,1
17 ago 2023,Argentina,81
17 ago 2023,Paraguay,1
17 ago 2023,United States,0
18 ago 2023,Argentina,58
18 ago 2023,Paraguay,5
18 ago 2023,Mexico,1
18 ago 2023,United States,0
19 ago 2023,Argentina,60
19 ago 2023,Paraguay,3
19 ago 2023,Mexico,1
19 ago 2023,United States,1
20 ago 2023,Argentina,19
20 ago 2023,China,1
20 ago 2023,Paraguay,1
20 ago 2023,United States,1
21 ago 2023,Argentina,17
21 ago 2023,Paraguay,3
21 ago 2023,China,1
21 ago 2023,United States,0
22 ago 2023,Argentina,37
22 ago 2023,Paraguay,8
22 ago 2023,China,1
22 ago 2023,United States,0
23 ago 2023,Argentina,77
23 ago 2023,Paraguay,3
23 ago 2023,Mexico,2
23 ago 2023,United States,0
24 ago 2023,Argentina,172
24 ago 2023,Paraguay,3
24 ago 2023,United States,3
24 ago 2023,Brazil,1
24 ago 2023,Ireland,1
25 ago 2023,Argentina,31
25 ago 2023,Paraguay,6
25 ago 2023,United States,2
25 ago 2023,Ireland,0
26 ago 2023,Argentina,45
26 ago 2023,Brazil,1
26 ago 2023,Paraguay,1
27 ago 2023,Argentina,25
27 ago 2023,China,2
27 ago 2023,Peru,2
27 ago 2023,Paraguay,1
27 ago 2023,United Kingdom,1
28 ago 2023,Argentina,43
28 ago 2023,Paraguay,4
28 ago 2023,Sweden,0
28 ago 2023,United States,0
29 ago 2023,Argentina,60
29 ago 2023,Paraguay,8
29 ago 2023,United States,2
30 ago 2023,Argentina,22
30 ago 2023,Paraguay,3
30 ago 2023,United States,0
31 ago 2023,Argentina,58
31 ago 2023,Paraguay,8
31 ago 2023,Spain,7
31 ago 2023,China,1
31 ago 2023,United States,1
31 ago 2023,Uruguay,1
31 ago 2023,Ireland,0
1 sept 2023,Argentina,54
1 sept 2023,Paraguay,5
1 sept 2023,Ireland,1
1 sept 2023,Spain,1
1 sept 2023,Sweden,0
2 sept 2023,Argentina,48
2 sept 2023,Brazil,1
2 sept 2023,Chile,1
2 sept 2023,China,1
3 sept 2023,Argentina,20
4 sept 2023,Argentina,31
4 sept 2023,Paraguay,3
4 sept 2023,China,1
4 sept 2023,Ecuador,1
5 sept 2023,Argentina,46
5 sept 2023,Paraguay,3
6 sept 2023,Argentina,53
6 sept 2023,Paraguay,3
6 sept 2023,Peru,1
6 sept 2023,Spain,1
6 sept 2023,United States,0
7 sept 2023,Argentina,90
7 sept 2023,Paraguay,6
7 sept 2023,United States,1
8 sept 2023,Argentina,35
8 sept 2023,Paraguay,2
9 sept 2023,Argentina,70
9 sept 2023,Venezuela,6
9 sept 2023,Andorra,3
9 sept 2023,Mexico,2
9 sept 2023,China,1
9 sept 2023,Paraguay,1
9 sept 2023,United States,1
10 sept 2023,Argentina,28
10 sept 2023,Andorra,2
10 sept 2023,Colombia,2
10 sept 2023,United Kingdom,1
11 sept 2023,Argentina,30
11 sept 2023,Paraguay,6
11 sept 2023,China,2
11 sept 2023,Chile,1
12 sept 2023,Argentina,23
12 sept 2023,Paraguay,7
12 sept 2023,Mexico,1
13 sept 2023,Argentina,109
13 sept 2023,Paraguay,3
13 sept 2023,Uruguay,2
13 sept 2023,China,1
13 sept 2023,Ireland,0
14 sept 2023,Argentina,98
14 sept 2023,Paraguay,5
14 sept 2023,(not set),1
14 sept 2023,Mexico,1
14 sept 2023,United States,1
15 sept 2023,Argentina,47
15 sept 2023,Paraguay,3
15 sept 2023,Ireland,1
15 sept 2023,United States,1
16 sept 2023,Argentina,45
16 sept 2023,Mexico,3
16 sept 2023,China,2
17 sept 2023,Argentina,31
17 sept 2023,Spain,2
17 sept 2023,Paraguay,1
17 sept 2023,United States,1
18 sept 2023,Argentina,54
18 sept 2023,Paraguay,3
18 sept 2023,(not set),1
18 sept 2023,Mexico,1
18 sept 2023,United States,0
19 sept 2023,Argentina,58
19 sept 2023,Paraguay,9
19 sept 2023,United States,1
20 sept 2023,Argentina,60
20 sept 2023,Colombia,20
20 sept 2023,Peru,20
20 sept 2023,Ecuador,6
20 sept 2023,Mexico,6
20 sept 2023,Paraguay,5
20 sept 2023,China,3
20 sept 2023,Greece,2
20 sept 2023,Bolivia,1
20 sept 2023,United States,0
21 sept 2023,Argentina,65
21 sept 2023,Paraguay,6
21 sept 2023,Mexico,2
22 sept 2023,Argentina,17
22 sept 2023,Paraguay,2
22 sept 2023,China,1
22 sept 2023,United States,1
22 sept 2023,Sweden,0
23 sept 2023,Argentina,23
23 sept 2023,United States,7
24 sept 2023,Argentina,17
24 sept 2023,United States,2
24 sept 2023,Bolivia,1
24 sept 2023,China,1
24 sept 2023,Mexico,1
25 sept 2023,Argentina,61
25 sept 2023,Paraguay,7
25 sept 2023,Finland,2
25 sept 2023,Brazil,1
25 sept 2023,China,1
25 sept 2023,Colombia,1
26 sept 2023,Argentina,104
26 sept 2023,Paraguay,22
26 sept 2023,United States,1
26 sept 2023,Sweden,0
27 sept 2023,Argentina,48
27 sept 2023,Paraguay,5
27 sept 2023,Uruguay,2
27 sept 2023,Ireland,0
28 sept 2023,Argentina,83
28 sept 2023,Paraguay,5
28 sept 2023,China,2
28 sept 2023,Mexico,2
28 sept 2023,Sweden,0
28 sept 2023,United States,0
29 sept 2023,Argentina,36
29 sept 2023,Paraguay,20
29 sept 2023,Chile,1
29 sept 2023,Colombia,1
29 sept 2023,United States,1
29 sept 2023,China,0
30 sept 2023,Argentina,97
30 sept 2023,China,3
30 sept 2023,Colombia,1
30 sept 2023,United States,1
1 oct 2023,Argentina,27
1 oct 2023,Mexico,5
1 oct 2023,United States,4
1 oct 2023,Costa Rica,2
1 oct 2023,Colombia,1
1 oct 2023,Egypt,1
2 oct 2023,Argentina,38
2 oct 2023,Paraguay,4
2 oct 2023,China,2
2 oct 2023,United States,2
2 oct 2023,Cuba,1
2 oct 2023,Mexico,1
2 oct 2023,Spain,1
2 oct 2023,Sweden,0
3 oct 2023,Argentina,43
3 oct 2023,Paraguay,8
3 oct 2023,United States,4
3 oct 2023,China,1
4 oct 2023,Argentina,67
4 oct 2023,Paraguay,7
4 oct 2023,Bolivia,1
4 oct 2023,Indonesia,1
4 oct 2023,Vietnam,1
4 oct 2023,Ireland,0
5 oct 2023,Argentina,57
5 oct 2023,Colombia,1
5 oct 2023,Paraguay,1
5 oct 2023,United States,1
5 oct 2023,Sweden,0
6 oct 2023,Argentina,45
6 oct 2023,United States,2
6 oct 2023,Ecuador,1
6 oct 2023,Paraguay,1
6 oct 2023,China,0
6 oct 2023,Sweden,0
7 oct 2023,Argentina,56
7 oct 2023,Indonesia,4
7 oct 2023,Puerto Rico,4
8 oct 2023,Argentina,25
8 oct 2023,China,1
8 oct 2023,Mexico,1
8 oct 2023,Ireland,0
8 oct 2023,United States,0
9 oct 2023,Argentina,49
9 oct 2023,Paraguay,4
9 oct 2023,Chile,1
9 oct 2023,Germany,1
9 oct 2023,Indonesia,1
9 oct 2023,Mexico,1
9 oct 2023,Peru,1
9 oct 2023,United States,1
9 oct 2023,Ireland,0
10 oct 2023,Argentina,170
10 oct 2023,Paraguay,11
10 oct 2023,Indonesia,1
10 oct 2023,Ireland,0
10 oct 2023,United States,0
11 oct 2023,Argentina,63
11 oct 2023,Italy,11
11 oct 2023,Paraguay,4
11 oct 2023,Indonesia,1
12 oct 2023,Argentina,75
12 oct 2023,United States,4
12 oct 2023,Mexico,3
12 oct 2023,Paraguay,3
12 oct 2023,China,1
12 oct 2023,Ecuador,1
13 oct 2023,Argentina,20
13 oct 2023,Paraguay,1
14 oct 2023,Argentina,58
14 oct 2023,Venezuela,2
14 oct 2023,Costa Rica,1
14 oct 2023,United States,1
14 oct 2023,Ireland,0
15 oct 2023,Argentina,23
15 oct 2023,United States,4
15 oct 2023,China,1
16 oct 2023,Argentina,18
16 oct 2023,Paraguay,1
16 oct 2023,Peru,1
17 oct 2023,Argentina,36
17 oct 2023,China,4
17 oct 2023,Paraguay,2
17 oct 2023,Sweden,0
17 oct 2023,United States,0
18 oct 2023,Argentina,57
18 oct 2023,Paraguay,4
18 oct 2023,Romania,1
19 oct 2023,Argentina,76
19 oct 2023,Paraguay,2
19 oct 2023,China,1
19 oct 2023,Ireland,0
20 oct 2023,Argentina,26
20 oct 2023,Ecuador,4
20 oct 2023,Paraguay,2
20 oct 2023,Dominican Republic,1
20 oct 2023,United States,1
20 oct 2023,Ireland,0
21 oct 2023,Argentina,76
21 oct 2023,Paraguay,3
21 oct 2023,China,0
21 oct 2023,United States,0
22 oct 2023,Argentina,32
22 oct 2023,Ecuador,2
22 oct 2023,Ireland,0
22 oct 2023,United States,0
23 oct 2023,Argentina,46
23 oct 2023,Spain,3
23 oct 2023,Ecuador,2
23 oct 2023,Paraguay,2
23 oct 2023,United States,1
24 oct 2023,Argentina,43
24 oct 2023,Paraguay,10
24 oct 2023,Puerto Rico,2
24 oct 2023,Bolivia,1
24 oct 2023,China,1
24 oct 2023,Uruguay,1
24 oct 2023,Ireland,0
25 oct 2023,Argentina,81
25 oct 2023,Paraguay,8
25 oct 2023,China,1
26 oct 2023,Argentina,69
26 oct 2023,Paraguay,9
26 oct 2023,Uruguay,4
26 oct 2023,China,1
26 oct 2023,Costa Rica,1
26 oct 2023,Ireland,0
27 oct 2023,Argentina,24
27 oct 2023,Paraguay,6
27 oct 2023,Ireland,0
28 oct 2023,Argentina,75
28 oct 2023,Brazil,4
28 oct 2023,China,1
28 oct 2023,United States,0
29 oct 2023,Argentina,28
29 oct 2023,Paraguay,2
29 oct 2023,Colombia,1
29 oct 2023,United States,1
30 oct 2023,Argentina,51
30 oct 2023,Paraguay,4
30 oct 2023,China,1
30 oct 2023,Mexico,1
30 oct 2023,Uruguay,1
30 oct 2023,Ireland,0
31 oct 2023,Argentina,46
31 oct 2023,Paraguay,10
31 oct 2023,United States,1
31 oct 2023,Ireland,0
31 oct 2023,Sweden,0
1 nov 2023,Argentina,82
1 nov 2023,Paraguay,4
1 nov 2023,China,3
1 nov 2023,Ecuador,2
1 nov 2023,Colombia,1
1 nov 2023,Sweden,1
1 nov 2023,United States,1
2 nov 2023,Argentina,53
2 nov 2023,Paraguay,2
2 nov 2023,Ireland,1
2 nov 2023,Peru,1
2 nov 2023,United States,1
3 nov 2023,Argentina,35
3 nov 2023,Paraguay,2
3 nov 2023,Ecuador,1
3 nov 2023,Ireland,0
4 nov 2023,Argentina,38
4 nov 2023,Chile,1
4 nov 2023,China,1
4 nov 2023,United States,1
4 nov 2023,Ireland,0
5 nov 2023,Argentina,25
5 nov 2023,Brazil,2
5 nov 2023,China,1
5 nov 2023,Paraguay,1
6 nov 2023,Argentina,33
6 nov 2023,Paraguay,4
6 nov 2023,Spain,1
6 nov 2023,United States,0
7 nov 2023,Argentina,19
7 nov 2023,Paraguay,3
7 nov 2023,United States,0
8 nov 2023,Argentina,110
8 nov 2023,Paraguay,5
8 nov 2023,Spain,2
8 nov 2023,Costa Rica,1
8 nov 2023,Mexico,1
9 nov 2023,Argentina,16
9 nov 2023,Paraguay,3
9 nov 2023,United States,2
9 nov 2023,Brazil,1
9 nov 2023,China,1
9 nov 2023,Sweden,0
10 nov 2023,Argentina,97
10 nov 2023,Paraguay,5
10 nov 2023,Australia,3
10 nov 2023,United States,1
11 nov 2023,Argentina,58
11 nov 2023,Paraguay,4
11 nov 2023,China,1
11 nov 2023,United Kingdom,1
12 nov 2023,Argentina,25
12 nov 2023,Brazil,9
12 nov 2023,China,1
12 nov 2023,Paraguay,1
12 nov 2023,Peru,1
12 nov 2023,United States,0
13 nov 2023,Argentina,38
13 nov 2023,Bolivia,4
13 nov 2023,Paraguay,4
13 nov 2023,Cuba,1
13 nov 2023,Indonesia,1
13 nov 2023,Mexico,1
13 nov 2023,United States,0
14 nov 2023,Argentina,50
14 nov 2023,Paraguay,6
14 nov 2023,United States,1
15 nov 2023,Argentina,33
15 nov 2023,Paraguay,6
15 nov 2023,China,1
15 nov 2023,Iran,1
15 nov 2023,United States,1
15 nov 2023,Sweden,0
16 nov 2023,Argentina,45
16 nov 2023,Paraguay,4
16 nov 2023,Brazil,1
17 nov 2023,Argentina,38
17 nov 2023,United States,6
17 nov 2023,Paraguay,2
17 nov 2023,Brazil,1
17 nov 2023,China,1
17 nov 2023,Netherlands,1
17 nov 2023,Sweden,0
18 nov 2023,Argentina,70
18 nov 2023,Brazil,1
18 nov 2023,Indonesia,1
18 nov 2023,Paraguay,1
18 nov 2023,Ireland,0
18 nov 2023,United States,0
19 nov 2023,Argentina,5
19 nov 2023,Brazil,5
19 nov 2023,United States,2
19 nov 2023,China,1
19 nov 2023,Germany,1
19 nov 2023,Indonesia,1
20 nov 2023,Argentina,14
20 nov 2023,Paraguay,2
20 nov 2023,Brazil,1
20 nov 2023,Canada,1
20 nov 2023,Colombia,1
21 nov 2023,Argentina,46
21 nov 2023,Paraguay,10
21 nov 2023,United States,2
21 nov 2023,China,1
21 nov 2023,Sweden,0
22 nov 2023,Argentina,37
22 nov 2023,Paraguay,6
22 nov 2023,Chile,1
22 nov 2023,Ireland,0
23 nov 2023,Argentina,42
23 nov 2023,Paraguay,4
23 nov 2023,Chile,1
23 nov 2023,United States,1
24 nov 2023,Argentina,31
24 nov 2023,Paraguay,5
24 nov 2023,United States,2
24 nov 2023,Ireland,0
25 nov 2023,Argentina,37
25 nov 2023,China,3
25 nov 2023,United States,2
25 nov 2023,Paraguay,1
25 nov 2023,Peru,1
25 nov 2023,Ireland,0
26 nov 2023,Argentina,18
26 nov 2023,Paraguay,3
26 nov 2023,Bangladesh,1
26 nov 2023,Indonesia,1
26 nov 2023,United States,1
26 nov 2023,Sweden,0
27 nov 2023,Argentina,31
27 nov 2023,Paraguay,2
27 nov 2023,China,1
28 nov 2023,Argentina,31
28 nov 2023,Paraguay,3
28 nov 2023,China,1
28 nov 2023,Ireland,1
28 nov 2023,United States,1
29 nov 2023,Argentina,51
29 nov 2023,Paraguay,9
29 nov 2023,Chile,1
29 nov 2023,United States,1
30 nov 2023,Argentina,27
30 nov 2023,Paraguay,2
30 nov 2023,United States,0
1 dic 2023,Argentina,20
1 dic 2023,Cuba,9
1 dic 2023,Paraguay,4
1 dic 2023,China,1
2 dic 2023,Argentina,87
2 dic 2023,Paraguay,12
2 dic 2023,China,1
2 dic 2023,United States,0
3 dic 2023,Argentina,13
3 dic 2023,Paraguay,1
3 dic 2023,United States,1
4 dic 2023,Argentina,30
4 dic 2023,Paraguay,3
4 dic 2023,Cuba,2
4 dic 2023,China,1
4 dic 2023,United States,1
4 dic 2023,Ireland,0
5 dic 2023,Argentina,23
5 dic 2023,Paraguay,5
5 dic 2023,China,1
5 dic 2023,United States,0
6 dic 2023,Argentina,9
6 dic 2023,Paraguay,2
6 dic 2023,China,1
6 dic 2023,Ireland,0
7 dic 2023,Argentina,20
7 dic 2023,Paraguay,3
7 dic 2023,China,1
8 dic 2023,Argentina,7
8 dic 2023,China,3
8 dic 2023,Paraguay,2
8 dic 2023,Brazil,1
8 dic 2023,Mexico,1
8 dic 2023,United States,1
9 dic 2023,Argentina,43
9 dic 2023,Paraguay,7
9 dic 2023,United States,0
10 dic 2023,Argentina,7
10 dic 2023,China,1
10 dic 2023,Paraguay,1
10 dic 2023,Sweden,1
10 dic 2023,United States,1
11 dic 2023,Argentina,10
11 dic 2023,Paraguay,3
11 dic 2023,China,2
11 dic 2023,France,1
11 dic 2023,Ireland,0
12 dic 2023,Argentina,9
12 dic 2023,United States,3
12 dic 2023,Paraguay,2
12 dic 2023,China,1
12 dic 2023,France,1
12 dic 2023,Venezuela,1
13 dic 2023,Argentina,19
13 dic 2023,Paraguay,4
13 dic 2023,United States,2
13 dic 2023,Peru,1
13 dic 2023,United Kingdom,1
14 dic 2023,Argentina,13
14 dic 2023,China,3
15 dic 2023,Argentina,21
15 dic 2023,Paraguay,5
15 dic 2023,Brazil,2
16 dic 2023,Argentina,37
16 dic 2023,Mexico,3
16 dic 2023,France,1
16 dic 2023,United States,1
17 dic 2023,Argentina,14
17 dic 2023,United States,5
18 dic 2023,Argentina,29
18 dic 2023,Paraguay,4
18 dic 2023,China,1
19 dic 2023,Argentina,8
19 dic 2023,Paraguay,4
19 dic 2023,Ireland,0
20 dic 2023,Argentina,20
20 dic 2023,Paraguay,4
20 dic 2023,United States,1
20 dic 2023,Ireland,0
21 dic 2023,Argentina,9
21 dic 2023,Paraguay,3
22 dic 2023,Argentina,17
22 dic 2023,Paraguay,3
22 dic 2023,China,2
22 dic 2023,Canada,1
22 dic 2023,Peru,1
23 dic 2023,Argentina,30
23 dic 2023,Chile,4
23 dic 2023,Uruguay,1
24 dic 2023,Argentina,13
24 dic 2023,Paraguay,1
24 dic 2023,United States,1
25 dic 2023,Argentina,13
25 dic 2023,United States,1
26 dic 2023,Argentina,12
26 dic 2023,Peru,2
26 dic 2023,Germany,1
26 dic 2023,Paraguay,1
26 dic 2023,United States,1
26 dic 2023,Ireland,0
27 dic 2023,Argentina,24
27 dic 2023,Paraguay,3
28 dic 2023,Argentina,15
28 dic 2023,Paraguay,3
28 dic 2023,China,1
28 dic 2023,United States,0
29 dic 2023,Argentina,11
29 dic 2023,Mexico,1
30 dic 2023,Argentina,21
30 dic 2023,Brazil,1
30 dic 2023,Paraguay,1
31 dic 2023,Argentina,14
31 dic 2023,Chile,3
31 dic 2023,United States,1
1 ene 2024,Argentina,3
