Fecha,País,Número de vistas de página
7 nov 2018,Guatemala,1
7 nov 2018,Germany,5
7 nov 2018,Nigeria,3
7 nov 2018,United States,30
7 nov 2018,Chile,4
7 nov 2018,Colombia,8
7 nov 2018,Argentina,923
7 nov 2018,Mexico,4
7 nov 2018,Honduras,3
8 nov 2018,Mexico,3
8 nov 2018,Colombia,3
8 nov 2018,Spain,4
8 nov 2018,Ecuador,1
8 nov 2018,Canada,1
8 nov 2018,Australia,1
8 nov 2018,Chile,10
8 nov 2018,France,2
8 nov 2018,Paraguay,2
8 nov 2018,Peru,7
8 nov 2018,Brazil,21
8 nov 2018,Argentina,950
8 nov 2018,Saudi Arabia,1
8 nov 2018,Portugal,1
8 nov 2018,United States,24
9 nov 2018,New Zealand,1
9 nov 2018,Australia,2
9 nov 2018,France,3
9 nov 2018,Portugal,1
9 nov 2018,Dominican Republic,1
9 nov 2018,Chile,6
9 nov 2018,Belgium,1
9 nov 2018,Colombia,7
9 nov 2018,United Kingdom,2
9 nov 2018,Mexico,8
9 nov 2018,India,1
9 nov 2018,South Korea,1
9 nov 2018,Spain,3
9 nov 2018,Venezuela,1
9 nov 2018,Honduras,3
9 nov 2018,Paraguay,10
9 nov 2018,Brazil,19
9 nov 2018,Cuba,1
9 nov 2018,Peru,11
9 nov 2018,United States,22
9 nov 2018,Argentina,933
9 nov 2018,Netherlands,1
9 nov 2018,Ecuador,11
10 nov 2018,Australia,1
10 nov 2018,Mexico,6
10 nov 2018,(not set),1
10 nov 2018,Spain,3
10 nov 2018,United Kingdom,1
10 nov 2018,Germany,3
10 nov 2018,Guatemala,1
10 nov 2018,Colombia,2
10 nov 2018,United States,14
10 nov 2018,Ecuador,1
10 nov 2018,Peru,4
10 nov 2018,Austria,3
10 nov 2018,Paraguay,5
10 nov 2018,Argentina,431
10 nov 2018,Brazil,21
11 nov 2018,India,1
11 nov 2018,United States,33
11 nov 2018,Paraguay,2
11 nov 2018,Spain,1
11 nov 2018,Australia,1
11 nov 2018,Bolivia,1
11 nov 2018,Nigeria,1
11 nov 2018,Argentina,511
11 nov 2018,Venezuela,1
11 nov 2018,Colombia,7
11 nov 2018,Canada,3
11 nov 2018,Brazil,25
11 nov 2018,Mexico,3
11 nov 2018,Peru,2
11 nov 2018,Germany,1
11 nov 2018,Chile,4
12 nov 2018,Canada,3
12 nov 2018,Argentina,1146
12 nov 2018,Chile,9
12 nov 2018,Colombia,3
12 nov 2018,Uruguay,1
12 nov 2018,Vietnam,7
12 nov 2018,Netherlands,3
12 nov 2018,Australia,2
12 nov 2018,Brazil,49
12 nov 2018,United States,14
12 nov 2018,Switzerland,1
12 nov 2018,Mexico,14
12 nov 2018,Paraguay,6
13 nov 2018,Bolivia,3
13 nov 2018,Colombia,4
13 nov 2018,Paraguay,8
13 nov 2018,Brazil,23
13 nov 2018,Mexico,1
13 nov 2018,Spain,1
13 nov 2018,Germany,1
13 nov 2018,Nigeria,4
13 nov 2018,United Kingdom,1
13 nov 2018,Argentina,962
13 nov 2018,Peru,5
13 nov 2018,Australia,1
13 nov 2018,Ireland,1
13 nov 2018,Puerto Rico,3
13 nov 2018,Chile,7
13 nov 2018,United States,23
13 nov 2018,Venezuela,1
13 nov 2018,Nicaragua,1
13 nov 2018,(not set),1
13 nov 2018,Honduras,1
14 nov 2018,Venezuela,3
14 nov 2018,Argentina,821
14 nov 2018,Chile,1
14 nov 2018,Australia,1
14 nov 2018,Mexico,9
14 nov 2018,Japan,7
14 nov 2018,Puerto Rico,1
14 nov 2018,United States,23
14 nov 2018,South Korea,1
14 nov 2018,Greece,1
14 nov 2018,Colombia,13
14 nov 2018,Spain,6
14 nov 2018,India,1
14 nov 2018,Uruguay,2
14 nov 2018,Brazil,40
14 nov 2018,Peru,3
14 nov 2018,Portugal,5
14 nov 2018,Paraguay,23
15 nov 2018,Indonesia,5
15 nov 2018,Denmark,2
15 nov 2018,Mexico,4
15 nov 2018,Spain,2
15 nov 2018,Switzerland,11
15 nov 2018,Australia,2
15 nov 2018,Argentina,913
15 nov 2018,United States,15
15 nov 2018,Nicaragua,1
15 nov 2018,Colombia,3
15 nov 2018,(not set),1
15 nov 2018,Venezuela,1
15 nov 2018,Peru,2
15 nov 2018,Ukraine,1
15 nov 2018,Chile,3
15 nov 2018,Bangladesh,1
15 nov 2018,Paraguay,10
15 nov 2018,Brazil,67
15 nov 2018,Puerto Rico,1
16 nov 2018,Mexico,4
16 nov 2018,United States,9
16 nov 2018,Peru,2
16 nov 2018,Ecuador,1
16 nov 2018,India,1
16 nov 2018,Australia,1
16 nov 2018,Spain,4
16 nov 2018,Brazil,13
16 nov 2018,Colombia,6
16 nov 2018,Venezuela,1
16 nov 2018,Paraguay,2
16 nov 2018,Japan,1
16 nov 2018,(not set),25
16 nov 2018,Argentina,847
16 nov 2018,Chile,6
17 nov 2018,Colombia,1
17 nov 2018,Spain,2
17 nov 2018,Russia,1
17 nov 2018,Paraguay,4
17 nov 2018,Australia,1
17 nov 2018,Sweden,1
17 nov 2018,Argentina,502
17 nov 2018,Mexico,1
17 nov 2018,Brazil,14
17 nov 2018,United States,4
18 nov 2018,Haiti,3
18 nov 2018,Ireland,2
18 nov 2018,Argentina,447
18 nov 2018,United States,11
18 nov 2018,Peru,2
18 nov 2018,Chile,3
18 nov 2018,Uruguay,7
18 nov 2018,Germany,2
18 nov 2018,Paraguay,3
18 nov 2018,Brazil,6
18 nov 2018,Venezuela,5
18 nov 2018,Mexico,8
18 nov 2018,Ecuador,13
18 nov 2018,Colombia,8
19 nov 2018,Paraguay,5
19 nov 2018,Netherlands,1
19 nov 2018,Venezuela,3
19 nov 2018,Portugal,1
19 nov 2018,Peru,2
19 nov 2018,Ecuador,3
19 nov 2018,Mexico,2
19 nov 2018,Costa Rica,1
19 nov 2018,United States,22
19 nov 2018,Brazil,13
19 nov 2018,Uruguay,1
19 nov 2018,Australia,1
19 nov 2018,Colombia,3
19 nov 2018,Canada,8
19 nov 2018,Bolivia,1
19 nov 2018,Argentina,674
19 nov 2018,Chile,19
19 nov 2018,Kenya,2
19 nov 2018,Spain,8
20 nov 2018,Slovenia,1
20 nov 2018,Paraguay,6
20 nov 2018,Chile,20
20 nov 2018,Denmark,11
20 nov 2018,United States,35
20 nov 2018,Argentina,1712
20 nov 2018,Nigeria,1
20 nov 2018,Ecuador,2
20 nov 2018,Mexico,3
20 nov 2018,Peru,1
20 nov 2018,Colombia,4
20 nov 2018,United Kingdom,1
20 nov 2018,Brazil,29
20 nov 2018,(not set),6
20 nov 2018,India,1
20 nov 2018,Uruguay,1
20 nov 2018,Armenia,1
20 nov 2018,Sweden,1
20 nov 2018,Venezuela,1
20 nov 2018,Spain,6
20 nov 2018,Dominican Republic,1
21 nov 2018,South Korea,1
21 nov 2018,Thailand,1
21 nov 2018,India,2
21 nov 2018,Belgium,1
21 nov 2018,(not set),3
21 nov 2018,Mexico,31
21 nov 2018,Vietnam,2
21 nov 2018,Venezuela,2
21 nov 2018,Germany,1
21 nov 2018,Australia,1
21 nov 2018,Finland,1
21 nov 2018,Paraguay,1
21 nov 2018,Chile,4
21 nov 2018,Brazil,21
21 nov 2018,Armenia,2
21 nov 2018,Mongolia,1
21 nov 2018,Norway,1
21 nov 2018,Netherlands,1
21 nov 2018,Peru,3
21 nov 2018,Sweden,2
21 nov 2018,Colombia,2
21 nov 2018,United States,36
21 nov 2018,Spain,4
21 nov 2018,Egypt,1
21 nov 2018,Canada,1
21 nov 2018,Argentina,1311
21 nov 2018,Bolivia,1
21 nov 2018,Romania,1
22 nov 2018,Mexico,14
22 nov 2018,Argentina,1319
22 nov 2018,Türkiye,2
22 nov 2018,United Arab Emirates,1
22 nov 2018,Canada,7
22 nov 2018,Indonesia,1
22 nov 2018,France,1
22 nov 2018,Taiwan,1
22 nov 2018,Uruguay,1
22 nov 2018,Colombia,1
22 nov 2018,United States,34
22 nov 2018,Malaysia,1
22 nov 2018,Netherlands,1
22 nov 2018,Belgium,1
22 nov 2018,Paraguay,14
22 nov 2018,New Zealand,1
22 nov 2018,Peru,2
22 nov 2018,Thailand,1
22 nov 2018,Germany,1
22 nov 2018,Singapore,2
22 nov 2018,Vietnam,1
22 nov 2018,Ukraine,1
22 nov 2018,India,3
22 nov 2018,Brazil,24
22 nov 2018,Moldova,1
22 nov 2018,Ecuador,1
23 nov 2018,Germany,2
23 nov 2018,Chile,1
23 nov 2018,Peru,7
23 nov 2018,Haiti,6
23 nov 2018,Colombia,2
23 nov 2018,South Korea,1
23 nov 2018,Paraguay,19
23 nov 2018,Uruguay,1
23 nov 2018,Brazil,24
23 nov 2018,Jordan,1
23 nov 2018,Argentina,939
23 nov 2018,Ecuador,1
23 nov 2018,Puerto Rico,2
23 nov 2018,Australia,3
23 nov 2018,United States,37
23 nov 2018,Mexico,7
23 nov 2018,United Kingdom,1
24 nov 2018,Germany,2
24 nov 2018,Australia,1
24 nov 2018,Ecuador,6
24 nov 2018,Switzerland,1
24 nov 2018,Brazil,16
24 nov 2018,Colombia,1
24 nov 2018,Paraguay,1
24 nov 2018,Bolivia,1
24 nov 2018,Peru,2
24 nov 2018,Venezuela,2
24 nov 2018,(not set),2
24 nov 2018,Mexico,5
24 nov 2018,Chile,4
24 nov 2018,Spain,1
24 nov 2018,Argentina,445
24 nov 2018,Nigeria,1
24 nov 2018,United States,13
25 nov 2018,Ecuador,1
25 nov 2018,Mexico,5
25 nov 2018,United States,3
25 nov 2018,Brazil,4
25 nov 2018,(not set),2
25 nov 2018,Australia,3
25 nov 2018,Bolivia,1
25 nov 2018,Colombia,4
25 nov 2018,Paraguay,2
25 nov 2018,Germany,8
25 nov 2018,Argentina,473
25 nov 2018,Nigeria,2
25 nov 2018,Canada,2
25 nov 2018,Venezuela,1
25 nov 2018,Uruguay,2
26 nov 2018,United Kingdom,2
26 nov 2018,Argentina,1004
26 nov 2018,Puerto Rico,1
26 nov 2018,Venezuela,2
26 nov 2018,Paraguay,7
26 nov 2018,United States,12
26 nov 2018,Philippines,2
26 nov 2018,Hong Kong,1
26 nov 2018,Japan,3
26 nov 2018,Australia,2
26 nov 2018,(not set),1
26 nov 2018,Chile,2
26 nov 2018,Brazil,37
26 nov 2018,Colombia,2
26 nov 2018,Mexico,5
26 nov 2018,Peru,3
27 nov 2018,Argentina,1106
27 nov 2018,United States,51
27 nov 2018,Venezuela,2
27 nov 2018,Bolivia,1
27 nov 2018,Germany,13
27 nov 2018,Japan,2
27 nov 2018,Costa Rica,1
27 nov 2018,Peru,8
27 nov 2018,Colombia,9
27 nov 2018,Chile,3
27 nov 2018,Canada,2
27 nov 2018,Brazil,28
27 nov 2018,Paraguay,9
27 nov 2018,Mexico,8
27 nov 2018,(not set),25
28 nov 2018,Brazil,28
28 nov 2018,South Korea,1
28 nov 2018,Honduras,2
28 nov 2018,Uruguay,1
28 nov 2018,Switzerland,3
28 nov 2018,United States,18
28 nov 2018,India,3
28 nov 2018,Mexico,3
28 nov 2018,Spain,13
28 nov 2018,Australia,1
28 nov 2018,Paraguay,14
28 nov 2018,Colombia,4
28 nov 2018,Burkina Faso,1
28 nov 2018,Costa Rica,1
28 nov 2018,Germany,1
28 nov 2018,Chile,4
28 nov 2018,Argentina,1175
28 nov 2018,Peru,5
28 nov 2018,(not set),8
28 nov 2018,Ecuador,1
29 nov 2018,Brazil,31
29 nov 2018,(not set),1
29 nov 2018,Netherlands,3
29 nov 2018,Mexico,4
29 nov 2018,Ecuador,2
29 nov 2018,United States,29
29 nov 2018,India,2
29 nov 2018,Peru,2
29 nov 2018,Chile,2
29 nov 2018,Colombia,17
29 nov 2018,Italy,1
29 nov 2018,Spain,7
29 nov 2018,Paraguay,5
29 nov 2018,Uruguay,10
29 nov 2018,Panama,2
29 nov 2018,Argentina,1071
29 nov 2018,Australia,1
29 nov 2018,Germany,3
29 nov 2018,Switzerland,1
30 nov 2018,Argentina,759
30 nov 2018,Belgium,5
30 nov 2018,India,1
30 nov 2018,Ecuador,1
30 nov 2018,Paraguay,7
30 nov 2018,Costa Rica,1
30 nov 2018,Colombia,18
30 nov 2018,(not set),1
30 nov 2018,Brazil,21
30 nov 2018,Chile,1
30 nov 2018,Germany,1
30 nov 2018,Spain,3
30 nov 2018,United States,37
30 nov 2018,Mexico,5
30 nov 2018,Peru,8
30 nov 2018,South Korea,4
30 nov 2018,Dominican Republic,1
1 dic 2018,Brazil,3
1 dic 2018,Mexico,3
1 dic 2018,Costa Rica,1
1 dic 2018,Spain,4
1 dic 2018,Canada,3
1 dic 2018,Paraguay,5
1 dic 2018,Argentina,384
1 dic 2018,Colombia,6
1 dic 2018,Chile,3
1 dic 2018,Peru,9
1 dic 2018,(not set),1
1 dic 2018,United States,8
1 dic 2018,Ecuador,2
1 dic 2018,Australia,2
2 dic 2018,El Salvador,1
2 dic 2018,Argentina,510
2 dic 2018,Australia,1
2 dic 2018,Canada,3
2 dic 2018,Chile,5
2 dic 2018,United States,9
2 dic 2018,Paraguay,5
2 dic 2018,France,4
2 dic 2018,Brazil,6
2 dic 2018,Uruguay,1
2 dic 2018,Ecuador,1
2 dic 2018,Mexico,5
2 dic 2018,Colombia,2
2 dic 2018,Peru,3
2 dic 2018,Germany,3
3 dic 2018,Chile,5
3 dic 2018,Argentina,1217
3 dic 2018,Paraguay,5
3 dic 2018,United Kingdom,1
3 dic 2018,Mexico,8
3 dic 2018,Peru,5
3 dic 2018,Colombia,24
3 dic 2018,Brazil,26
3 dic 2018,(not set),7
3 dic 2018,Spain,1
3 dic 2018,Germany,1
3 dic 2018,Australia,1
3 dic 2018,China,1
3 dic 2018,Nicaragua,5
3 dic 2018,United States,41
4 dic 2018,China,1
4 dic 2018,Ethiopia,1
4 dic 2018,Italy,1
4 dic 2018,Saudi Arabia,2
4 dic 2018,United States,61
4 dic 2018,Paraguay,4
4 dic 2018,India,1
4 dic 2018,Sri Lanka,1
4 dic 2018,Malaysia,1
4 dic 2018,Ecuador,1
4 dic 2018,Brazil,46
4 dic 2018,Bolivia,4
4 dic 2018,United Kingdom,1
4 dic 2018,Argentina,1282
4 dic 2018,Algeria,1
4 dic 2018,Peru,2
4 dic 2018,Spain,15
4 dic 2018,Colombia,10
4 dic 2018,El Salvador,1
4 dic 2018,Chile,1
4 dic 2018,Philippines,1
4 dic 2018,Mexico,10
4 dic 2018,Canada,1
5 dic 2018,China,1
5 dic 2018,Australia,2
5 dic 2018,Canada,1
5 dic 2018,Argentina,1162
5 dic 2018,Venezuela,1
5 dic 2018,Paraguay,3
5 dic 2018,Germany,1
5 dic 2018,Spain,8
5 dic 2018,Mexico,2
5 dic 2018,Brazil,17
5 dic 2018,Panama,1
5 dic 2018,Chile,6
5 dic 2018,Uruguay,4
5 dic 2018,Ecuador,1
5 dic 2018,Colombia,10
5 dic 2018,United States,23
5 dic 2018,Nicaragua,1
5 dic 2018,Bolivia,1
5 dic 2018,South Korea,1
6 dic 2018,Peru,2
6 dic 2018,United States,37
6 dic 2018,China,1
6 dic 2018,Chile,3
6 dic 2018,Brazil,23
6 dic 2018,Paraguay,37
6 dic 2018,Spain,2
6 dic 2018,Costa Rica,1
6 dic 2018,Poland,1
6 dic 2018,Mexico,1
6 dic 2018,Cuba,6
6 dic 2018,Argentina,955
6 dic 2018,Germany,1
6 dic 2018,Bolivia,1
7 dic 2018,Spain,2
7 dic 2018,Paraguay,9
7 dic 2018,United States,16
7 dic 2018,Costa Rica,1
7 dic 2018,Dominican Republic,1
7 dic 2018,Mexico,8
7 dic 2018,Peru,1
7 dic 2018,Australia,1
7 dic 2018,South Korea,1
7 dic 2018,Argentina,702
7 dic 2018,Chile,1
7 dic 2018,Nicaragua,1
7 dic 2018,Brazil,15
8 dic 2018,United States,13
8 dic 2018,Mexico,3
8 dic 2018,Uruguay,1
8 dic 2018,United Kingdom,4
8 dic 2018,Germany,2
8 dic 2018,Brazil,9
8 dic 2018,Argentina,352
8 dic 2018,Canada,2
8 dic 2018,Chile,8
8 dic 2018,Paraguay,32
8 dic 2018,Australia,1
9 dic 2018,Nigeria,1
9 dic 2018,Mexico,1
9 dic 2018,Paraguay,4
9 dic 2018,Ecuador,2
9 dic 2018,Peru,10
9 dic 2018,Argentina,435
9 dic 2018,United Kingdom,1
9 dic 2018,Canada,1
9 dic 2018,Colombia,4
9 dic 2018,Italy,2
9 dic 2018,Brazil,9
9 dic 2018,United States,20
9 dic 2018,Germany,1
9 dic 2018,(not set),7
9 dic 2018,China,1
9 dic 2018,Chile,3
9 dic 2018,Australia,1
10 dic 2018,Spain,6
10 dic 2018,(not set),3
10 dic 2018,Mexico,9
10 dic 2018,Uruguay,3
10 dic 2018,Brazil,20
10 dic 2018,Argentina,1143
10 dic 2018,Switzerland,1
10 dic 2018,Paraguay,9
10 dic 2018,China,1
10 dic 2018,Peru,3
10 dic 2018,Chile,1
10 dic 2018,Bolivia,1
10 dic 2018,Puerto Rico,1
10 dic 2018,United States,17
10 dic 2018,Algeria,2
10 dic 2018,Ukraine,2
10 dic 2018,Colombia,8
11 dic 2018,Spain,6
11 dic 2018,Colombia,3
11 dic 2018,Paraguay,10
11 dic 2018,Brazil,3
11 dic 2018,Peru,1
11 dic 2018,France,1
11 dic 2018,Uruguay,7
11 dic 2018,Argentina,1089
11 dic 2018,Canada,7
11 dic 2018,Cuba,7
11 dic 2018,Bolivia,2
11 dic 2018,China,1
11 dic 2018,Mexico,18
11 dic 2018,Sweden,1
11 dic 2018,United States,17
11 dic 2018,Nicaragua,1
11 dic 2018,Italy,1
11 dic 2018,Germany,3
12 dic 2018,Colombia,16
12 dic 2018,Argentina,1040
12 dic 2018,(not set),1
12 dic 2018,Bolivia,2
12 dic 2018,China,1
12 dic 2018,Mexico,2
12 dic 2018,India,1
12 dic 2018,Uruguay,1
12 dic 2018,Chile,1
12 dic 2018,Venezuela,2
12 dic 2018,Paraguay,11
12 dic 2018,Brazil,36
12 dic 2018,New Zealand,5
12 dic 2018,Costa Rica,1
12 dic 2018,France,2
12 dic 2018,United Kingdom,3
12 dic 2018,Spain,6
12 dic 2018,United States,26
12 dic 2018,Ecuador,6
12 dic 2018,Japan,1
13 dic 2018,United States,27
13 dic 2018,Colombia,4
13 dic 2018,Dominican Republic,1
13 dic 2018,Brazil,22
13 dic 2018,Argentina,906
13 dic 2018,Austria,1
13 dic 2018,Cuba,1
13 dic 2018,Spain,7
13 dic 2018,South Korea,1
13 dic 2018,Ecuador,1
13 dic 2018,Nicaragua,1
13 dic 2018,Paraguay,4
13 dic 2018,United Kingdom,3
13 dic 2018,Mexico,6
13 dic 2018,Peru,3
13 dic 2018,China,1
13 dic 2018,Canada,1
13 dic 2018,(not set),4
13 dic 2018,India,2
13 dic 2018,Chile,2
14 dic 2018,Bolivia,1
14 dic 2018,Australia,1
14 dic 2018,Ecuador,2
14 dic 2018,Peru,1
14 dic 2018,Mexico,2
14 dic 2018,United States,33
14 dic 2018,Colombia,4
14 dic 2018,Nicaragua,1
14 dic 2018,Argentina,1173
14 dic 2018,United Kingdom,2
14 dic 2018,(not set),7
14 dic 2018,China,1
14 dic 2018,Brazil,16
14 dic 2018,South Korea,1
14 dic 2018,Chile,2
14 dic 2018,Paraguay,11
14 dic 2018,Spain,1
14 dic 2018,Canada,8
15 dic 2018,Denmark,17
15 dic 2018,Bolivia,8
15 dic 2018,United States,17
15 dic 2018,Australia,1
15 dic 2018,Paraguay,3
15 dic 2018,Argentina,382
15 dic 2018,Germany,2
15 dic 2018,Mexico,8
15 dic 2018,(not set),1
15 dic 2018,Nicaragua,1
15 dic 2018,Brazil,33
15 dic 2018,France,1
15 dic 2018,Colombia,6
16 dic 2018,Paraguay,17
16 dic 2018,Peru,2
16 dic 2018,(not set),2
16 dic 2018,France,1
16 dic 2018,United States,17
16 dic 2018,Spain,1
16 dic 2018,Poland,4
16 dic 2018,Mexico,2
16 dic 2018,Brazil,8
16 dic 2018,Colombia,1
16 dic 2018,China,1
16 dic 2018,Argentina,502
17 dic 2018,Uruguay,1
17 dic 2018,(not set),4
17 dic 2018,France,1
17 dic 2018,Germany,1
17 dic 2018,Brazil,21
17 dic 2018,Paraguay,10
17 dic 2018,Australia,1
17 dic 2018,Honduras,7
17 dic 2018,Chile,1
17 dic 2018,Spain,6
17 dic 2018,Colombia,1
17 dic 2018,Argentina,1223
17 dic 2018,Ireland,1
17 dic 2018,United States,28
17 dic 2018,Mexico,2
17 dic 2018,Ukraine,1
17 dic 2018,Ecuador,3
17 dic 2018,Netherlands,3
17 dic 2018,Canada,4
17 dic 2018,Peru,4
17 dic 2018,China,1
17 dic 2018,Venezuela,2
18 dic 2018,Ecuador,1
18 dic 2018,Argentina,1070
18 dic 2018,Colombia,5
18 dic 2018,Netherlands,4
18 dic 2018,Venezuela,1
18 dic 2018,Bolivia,1
18 dic 2018,China,2
18 dic 2018,Mexico,3
18 dic 2018,Spain,9
18 dic 2018,Peru,5
18 dic 2018,Canada,1
18 dic 2018,Brazil,27
18 dic 2018,United States,65
18 dic 2018,Germany,2
18 dic 2018,Greece,20
18 dic 2018,Paraguay,6
18 dic 2018,Austria,1
18 dic 2018,Moldova,7
19 dic 2018,Germany,3
19 dic 2018,South Korea,1
19 dic 2018,Japan,2
19 dic 2018,Argentina,1044
19 dic 2018,Paraguay,9
19 dic 2018,Mexico,3
19 dic 2018,France,1
19 dic 2018,Bolivia,3
19 dic 2018,Brazil,15
19 dic 2018,Nigeria,1
19 dic 2018,Ireland,2
19 dic 2018,Colombia,2
19 dic 2018,Spain,4
19 dic 2018,China,1
19 dic 2018,Chile,1
19 dic 2018,Peru,1
19 dic 2018,United States,14
20 dic 2018,Spain,4
20 dic 2018,Colombia,6
20 dic 2018,Bolivia,1
20 dic 2018,India,1
20 dic 2018,United States,42
20 dic 2018,Canada,1
20 dic 2018,Peru,6
20 dic 2018,United Kingdom,1
20 dic 2018,Guatemala,1
20 dic 2018,Brazil,37
20 dic 2018,Chile,9
20 dic 2018,Egypt,1
20 dic 2018,Austria,1
20 dic 2018,Mexico,10
20 dic 2018,Ukraine,1
20 dic 2018,Paraguay,10
20 dic 2018,(not set),1
20 dic 2018,Argentina,1211
21 dic 2018,Ecuador,4
21 dic 2018,Colombia,2
21 dic 2018,United States,29
21 dic 2018,Chile,1
21 dic 2018,Paraguay,5
21 dic 2018,Italy,10
21 dic 2018,(not set),7
21 dic 2018,China,1
21 dic 2018,Peru,4
21 dic 2018,Canada,4
21 dic 2018,South Korea,1
21 dic 2018,Brazil,21
21 dic 2018,Bolivia,1
21 dic 2018,Mexico,1
21 dic 2018,Argentina,726
21 dic 2018,Spain,5
21 dic 2018,Ukraine,8
21 dic 2018,Belgium,2
22 dic 2018,Venezuela,1
22 dic 2018,Paraguay,7
22 dic 2018,Spain,3
22 dic 2018,Brazil,4
22 dic 2018,Peru,7
22 dic 2018,United States,11
22 dic 2018,Nicaragua,1
22 dic 2018,Argentina,384
22 dic 2018,China,1
22 dic 2018,Mexico,1
22 dic 2018,Colombia,1
23 dic 2018,Argentina,212
23 dic 2018,Mexico,1
23 dic 2018,Chile,1
23 dic 2018,United States,30
23 dic 2018,Côte d’Ivoire,1
23 dic 2018,Peru,1
23 dic 2018,Paraguay,10
23 dic 2018,(not set),1
23 dic 2018,Brazil,5
23 dic 2018,Spain,3
23 dic 2018,Japan,1
24 dic 2018,Ecuador,2
24 dic 2018,China,1
24 dic 2018,United States,21
24 dic 2018,Peru,1
24 dic 2018,Brazil,12
24 dic 2018,Spain,2
24 dic 2018,Paraguay,6
24 dic 2018,Argentina,179
24 dic 2018,Italy,1
24 dic 2018,India,1
25 dic 2018,Colombia,4
25 dic 2018,Argentina,241
25 dic 2018,Paraguay,2
25 dic 2018,Mexico,1
25 dic 2018,United States,8
25 dic 2018,United Kingdom,1
25 dic 2018,Brazil,4
25 dic 2018,(not set),1
25 dic 2018,Spain,2
25 dic 2018,Peru,7
25 dic 2018,Poland,1
25 dic 2018,Indonesia,1
25 dic 2018,Canada,2
26 dic 2018,Peru,5
26 dic 2018,Paraguay,12
26 dic 2018,Mexico,2
26 dic 2018,United States,21
26 dic 2018,Colombia,1
26 dic 2018,Brazil,16
26 dic 2018,Germany,2
26 dic 2018,Chile,2
26 dic 2018,Bolivia,2
26 dic 2018,South Korea,1
26 dic 2018,Canada,1
26 dic 2018,Argentina,460
26 dic 2018,Netherlands,1
27 dic 2018,Spain,3
27 dic 2018,Mexico,1
27 dic 2018,Canada,1
27 dic 2018,Peru,2
27 dic 2018,India,1
27 dic 2018,Argentina,466
27 dic 2018,Portugal,3
27 dic 2018,Brazil,10
27 dic 2018,United States,5
27 dic 2018,Paraguay,7
27 dic 2018,Panama,1
27 dic 2018,China,1
27 dic 2018,Bolivia,1
28 dic 2018,Canada,2
28 dic 2018,Uruguay,8
28 dic 2018,Germany,1
28 dic 2018,Brazil,24
28 dic 2018,Colombia,1
28 dic 2018,United Kingdom,1
28 dic 2018,Paraguay,15
28 dic 2018,Mexico,3
28 dic 2018,United States,6
28 dic 2018,Chile,2
28 dic 2018,Austria,7
28 dic 2018,South Korea,1
28 dic 2018,Argentina,408
29 dic 2018,Ukraine,1
29 dic 2018,Argentina,280
29 dic 2018,Mexico,2
29 dic 2018,Colombia,1
29 dic 2018,United States,15
29 dic 2018,Canada,2
29 dic 2018,Bolivia,3
29 dic 2018,Peru,1
29 dic 2018,Brazil,4
29 dic 2018,Saudi Arabia,1
29 dic 2018,Paraguay,11
30 dic 2018,Germany,1
30 dic 2018,Brazil,1
30 dic 2018,Paraguay,1
30 dic 2018,Spain,5
30 dic 2018,Mexico,2
30 dic 2018,United States,12
30 dic 2018,Argentina,252
30 dic 2018,Ecuador,1
31 dic 2018,Peru,1
31 dic 2018,Paraguay,4
31 dic 2018,Germany,1
31 dic 2018,Spain,1
31 dic 2018,(not set),10
31 dic 2018,Namibia,1
31 dic 2018,Chile,1
31 dic 2018,United States,7
31 dic 2018,Bolivia,1
31 dic 2018,Brazil,10
31 dic 2018,Argentina,167
31 dic 2018,China,1
31 dic 2018,Mexico,2
1 ene 2019,Brazil,17
1 ene 2019,Guatemala,1
1 ene 2019,Mexico,1
1 ene 2019,United Kingdom,2
1 ene 2019,Paraguay,3
1 ene 2019,Germany,3
1 ene 2019,Spain,5
1 ene 2019,Peru,5
1 ene 2019,United States,12
1 ene 2019,Taiwan,1
1 ene 2019,Argentina,157
2 ene 2019,Peru,9
2 ene 2019,United States,13
2 ene 2019,India,6
2 ene 2019,Brazil,32
2 ene 2019,Mexico,4
2 ene 2019,Bolivia,3
2 ene 2019,Paraguay,12
2 ene 2019,Slovenia,1
2 ene 2019,Colombia,4
2 ene 2019,Venezuela,1
2 ene 2019,Argentina,485
2 ene 2019,United Kingdom,1
2 ene 2019,(not set),1
2 ene 2019,France,1
3 ene 2019,Paraguay,5
3 ene 2019,Colombia,8
3 ene 2019,Mexico,3
3 ene 2019,Dominican Republic,1
3 ene 2019,Canada,1
3 ene 2019,Spain,4
3 ene 2019,Ecuador,1
3 ene 2019,United States,5
3 ene 2019,Peru,2
3 ene 2019,Argentina,536
3 ene 2019,(not set),2
3 ene 2019,Venezuela,1
3 ene 2019,Netherlands,1
3 ene 2019,Brazil,19
3 ene 2019,France,2
4 ene 2019,Chile,3
4 ene 2019,United States,10
4 ene 2019,Brazil,17
4 ene 2019,South Korea,2
4 ene 2019,Panama,2
4 ene 2019,Ecuador,1
4 ene 2019,Peru,3
4 ene 2019,Spain,2
4 ene 2019,Germany,2
4 ene 2019,Canada,3
4 ene 2019,Mexico,3
4 ene 2019,Colombia,5
4 ene 2019,Paraguay,20
4 ene 2019,Argentina,398
4 ene 2019,Italy,1
5 ene 2019,United States,19
5 ene 2019,Guatemala,1
5 ene 2019,Brazil,33
5 ene 2019,Spain,1
