Fecha,País,Número de vistas de página
7 sept 2020,Argentina,108
7 sept 2020,Ecuador,1
7 sept 2020,Paraguay,3
7 sept 2020,Brazil,1
7 sept 2020,Honduras,1
8 sept 2020,United States,8
8 sept 2020,Peru,5
8 sept 2020,Brazil,6
8 sept 2020,Argentina,116
9 sept 2020,Spain,1
9 sept 2020,United States,3
9 sept 2020,Argentina,103
9 sept 2020,Paraguay,2
9 sept 2020,Chile,1
10 sept 2020,United States,3
10 sept 2020,Mexico,3
10 sept 2020,Ecuador,4
10 sept 2020,Argentina,133
10 sept 2020,Peru,1
11 sept 2020,Argentina,62
11 sept 2020,United States,7
11 sept 2020,Peru,1
12 sept 2020,Chile,2
12 sept 2020,Argentina,64
12 sept 2020,Mexico,2
12 sept 2020,Switzerland,1
12 sept 2020,Paraguay,1
12 sept 2020,Brazil,1
13 sept 2020,Colombia,1
13 sept 2020,Peru,1
13 sept 2020,Ecuador,1
13 sept 2020,Spain,1
13 sept 2020,Argentina,38
14 sept 2020,United States,1
14 sept 2020,Mexico,1
14 sept 2020,Argentina,124
15 sept 2020,Mexico,1
15 sept 2020,Colombia,1
15 sept 2020,Argentina,122
16 sept 2020,Argentina,54
16 sept 2020,Mexico,2
16 sept 2020,France,1
16 sept 2020,Peru,1
16 sept 2020,United States,4
17 sept 2020,Brazil,1
17 sept 2020,Colombia,1
17 sept 2020,Chile,5
17 sept 2020,Argentina,115
17 sept 2020,Spain,1
17 sept 2020,Mexico,2
17 sept 2020,United States,1
18 sept 2020,Argentina,58
18 sept 2020,United States,1
19 sept 2020,United States,10
19 sept 2020,Paraguay,1
19 sept 2020,Argentina,72
20 sept 2020,Argentina,20
20 sept 2020,Chile,1
21 sept 2020,Bolivia,1
21 sept 2020,Argentina,41
21 sept 2020,Peru,1
21 sept 2020,Spain,2
21 sept 2020,Colombia,3
21 sept 2020,United States,1
22 sept 2020,Chile,1
22 sept 2020,Paraguay,1
22 sept 2020,Argentina,105
22 sept 2020,United States,1
22 sept 2020,Costa Rica,3
23 sept 2020,Colombia,5
23 sept 2020,United Arab Emirates,1
23 sept 2020,Argentina,62
23 sept 2020,Mexico,4
23 sept 2020,Paraguay,1
23 sept 2020,Bolivia,1
24 sept 2020,United States,2
24 sept 2020,Argentina,89
24 sept 2020,Panama,10
25 sept 2020,Peru,1
25 sept 2020,Argentina,54
25 sept 2020,Spain,1
25 sept 2020,United States,1
25 sept 2020,Paraguay,7
25 sept 2020,Brazil,1
25 sept 2020,Mexico,9
26 sept 2020,Mexico,2
26 sept 2020,Argentina,24
26 sept 2020,United States,1
27 sept 2020,Mexico,1
27 sept 2020,Argentina,107
27 sept 2020,Ecuador,1
28 sept 2020,Paraguay,4
28 sept 2020,Bolivia,1
28 sept 2020,Argentina,86
29 sept 2020,Mexico,2
29 sept 2020,Argentina,49
29 sept 2020,Peru,1
29 sept 2020,Cuba,1
29 sept 2020,Chile,1
30 sept 2020,Spain,11
30 sept 2020,Germany,4
30 sept 2020,Mexico,32
30 sept 2020,Argentina,58
30 sept 2020,Brazil,1
30 sept 2020,Bolivia,2
30 sept 2020,Peru,1
1 oct 2020,Mexico,1
1 oct 2020,United States,7
1 oct 2020,Panama,1
1 oct 2020,Argentina,178
1 oct 2020,Spain,1
1 oct 2020,France,1
2 oct 2020,United States,1
2 oct 2020,Argentina,98
2 oct 2020,Switzerland,1
3 oct 2020,Spain,1
3 oct 2020,Argentina,33
3 oct 2020,United States,2
3 oct 2020,Bolivia,1
3 oct 2020,Brazil,8
4 oct 2020,Argentina,27
4 oct 2020,United States,7
5 oct 2020,Argentina,116
5 oct 2020,United States,2
5 oct 2020,Mexico,1
5 oct 2020,Germany,1
6 oct 2020,France,4
6 oct 2020,Mexico,1
6 oct 2020,United States,2
6 oct 2020,Argentina,91
6 oct 2020,Spain,2
7 oct 2020,Spain,2
7 oct 2020,Paraguay,1
7 oct 2020,Argentina,35
8 oct 2020,Mexico,1
8 oct 2020,United States,1
8 oct 2020,Ecuador,7
8 oct 2020,Argentina,49
8 oct 2020,Colombia,5
8 oct 2020,Australia,1
9 oct 2020,Argentina,93
9 oct 2020,Paraguay,2
9 oct 2020,Chile,1
9 oct 2020,Mexico,3
9 oct 2020,Brazil,1
10 oct 2020,China,1
10 oct 2020,Argentina,108
10 oct 2020,Mexico,5
10 oct 2020,United States,2
10 oct 2020,Paraguay,1
10 oct 2020,Puerto Rico,1
11 oct 2020,United States,2
11 oct 2020,Mexico,1
11 oct 2020,Chile,1
11 oct 2020,Argentina,68
12 oct 2020,Panama,1
12 oct 2020,Argentina,50
13 oct 2020,Paraguay,2
13 oct 2020,Argentina,64
13 oct 2020,Germany,18
14 oct 2020,Paraguay,1
14 oct 2020,Spain,1
14 oct 2020,Dominican Republic,1
14 oct 2020,Argentina,51
14 oct 2020,Mexico,1
15 oct 2020,Argentina,25
15 oct 2020,Colombia,1
15 oct 2020,Paraguay,1
15 oct 2020,Brazil,1
16 oct 2020,Venezuela,1
16 oct 2020,Argentina,123
16 oct 2020,Colombia,1
16 oct 2020,Uruguay,1
16 oct 2020,Portugal,1
16 oct 2020,Mexico,1
17 oct 2020,Paraguay,1
17 oct 2020,Argentina,37
17 oct 2020,United States,2
17 oct 2020,Peru,1
17 oct 2020,Italy,19
18 oct 2020,Argentina,21
18 oct 2020,Bolivia,13
19 oct 2020,Argentina,77
19 oct 2020,Ecuador,1
19 oct 2020,Dominican Republic,1
19 oct 2020,Brazil,3
20 oct 2020,Guatemala,1
20 oct 2020,Argentina,88
20 oct 2020,Paraguay,1
20 oct 2020,United States,1
21 oct 2020,Brazil,1
21 oct 2020,Paraguay,1
21 oct 2020,Guatemala,1
21 oct 2020,Spain,1
21 oct 2020,Argentina,67
21 oct 2020,United Kingdom,4
21 oct 2020,China,1
21 oct 2020,Uruguay,2
22 oct 2020,Argentina,106
22 oct 2020,Ecuador,1
22 oct 2020,Costa Rica,1
22 oct 2020,Paraguay,1
23 oct 2020,Argentina,161
23 oct 2020,Spain,1
24 oct 2020,Uruguay,1
24 oct 2020,Peru,1
24 oct 2020,Argentina,85
25 oct 2020,Argentina,54
26 oct 2020,Colombia,2
26 oct 2020,Spain,1
26 oct 2020,Argentina,124
26 oct 2020,United States,1
26 oct 2020,Ecuador,1
27 oct 2020,Argentina,69
27 oct 2020,Venezuela,1
27 oct 2020,Paraguay,1
27 oct 2020,United States,1
27 oct 2020,Spain,1
28 oct 2020,Argentina,185
28 oct 2020,Brazil,2
28 oct 2020,Venezuela,11
29 oct 2020,Peru,1
29 oct 2020,United States,2
29 oct 2020,Chile,1
29 oct 2020,(not set),1
29 oct 2020,Argentina,136
29 oct 2020,Puerto Rico,1
30 oct 2020,United States,9
30 oct 2020,Argentina,128
30 oct 2020,Paraguay,1
30 oct 2020,Brazil,2
31 oct 2020,Spain,1
31 oct 2020,Argentina,34
31 oct 2020,United States,6
1 nov 2020,Uruguay,4
1 nov 2020,El Salvador,1
1 nov 2020,Argentina,35
2 nov 2020,Ecuador,1
2 nov 2020,Panama,1
2 nov 2020,Spain,1
2 nov 2020,Paraguay,1
2 nov 2020,Argentina,63
3 nov 2020,Mexico,1
3 nov 2020,France,1
3 nov 2020,United States,5
3 nov 2020,Argentina,82
3 nov 2020,Brazil,1
4 nov 2020,United States,11
4 nov 2020,Argentina,80
4 nov 2020,Brazil,1
4 nov 2020,Spain,7
4 nov 2020,Mexico,2
5 nov 2020,Argentina,108
5 nov 2020,Mexico,1
5 nov 2020,Hong Kong,1
5 nov 2020,Peru,1
5 nov 2020,United States,2
6 nov 2020,Mexico,1
6 nov 2020,Argentina,70
7 nov 2020,Venezuela,1
7 nov 2020,Ecuador,1
7 nov 2020,Argentina,30
8 nov 2020,Peru,1
8 nov 2020,Argentina,26
9 nov 2020,(not set),1
9 nov 2020,Argentina,114
10 nov 2020,Argentina,82
10 nov 2020,(not set),2
10 nov 2020,Colombia,2
11 nov 2020,Argentina,112
11 nov 2020,Chile,1
11 nov 2020,United States,1
11 nov 2020,Colombia,1
11 nov 2020,Netherlands,1
12 nov 2020,Paraguay,2
12 nov 2020,Chile,1
12 nov 2020,Mexico,3
12 nov 2020,Argentina,110
12 nov 2020,United Kingdom,2
13 nov 2020,Bolivia,19
13 nov 2020,Argentina,110
13 nov 2020,Peru,1
13 nov 2020,Spain,4
14 nov 2020,Colombia,3
14 nov 2020,Peru,1
14 nov 2020,Venezuela,1
14 nov 2020,Mexico,1
14 nov 2020,Argentina,14
15 nov 2020,Colombia,1
15 nov 2020,Peru,1
15 nov 2020,Argentina,20
16 nov 2020,Argentina,90
16 nov 2020,United States,2
16 nov 2020,Ecuador,1
17 nov 2020,Paraguay,1
17 nov 2020,Ecuador,3
17 nov 2020,Argentina,79
17 nov 2020,United States,3
18 nov 2020,Spain,1
18 nov 2020,Argentina,114
18 nov 2020,Ecuador,2
19 nov 2020,United States,1
19 nov 2020,Argentina,48
19 nov 2020,Spain,1
19 nov 2020,Brazil,1
19 nov 2020,Mexico,1
20 nov 2020,Argentina,153
20 nov 2020,United States,2
20 nov 2020,Paraguay,1
20 nov 2020,Mexico,20
21 nov 2020,United States,1
21 nov 2020,Argentina,90
21 nov 2020,Mexico,1
21 nov 2020,Paraguay,1
22 nov 2020,Argentina,98
22 nov 2020,Brazil,1
22 nov 2020,Chile,13
22 nov 2020,Peru,1
22 nov 2020,Mexico,2
23 nov 2020,Argentina,142
23 nov 2020,Mexico,3
23 nov 2020,Paraguay,1
23 nov 2020,Spain,1
23 nov 2020,Chile,1
23 nov 2020,Uruguay,7
24 nov 2020,Mexico,7
24 nov 2020,Argentina,71
25 nov 2020,Peru,1
25 nov 2020,United States,9
25 nov 2020,Spain,1
25 nov 2020,Paraguay,4
25 nov 2020,Argentina,96
25 nov 2020,Ecuador,1
25 nov 2020,Mexico,1
26 nov 2020,Argentina,113
26 nov 2020,Trinidad & Tobago,1
26 nov 2020,Paraguay,11
26 nov 2020,Germany,2
26 nov 2020,Guatemala,1
27 nov 2020,Mexico,21
27 nov 2020,Argentina,99
27 nov 2020,United States,4
27 nov 2020,Costa Rica,1
28 nov 2020,Brazil,25
28 nov 2020,Argentina,25
28 nov 2020,Mexico,1
29 nov 2020,Argentina,12
29 nov 2020,Chile,1
29 nov 2020,Mexico,5
30 nov 2020,Argentina,53
30 nov 2020,Mexico,3
30 nov 2020,Uruguay,1
1 dic 2020,Mexico,4
1 dic 2020,Ecuador,3
1 dic 2020,Spain,1
1 dic 2020,Argentina,140
2 dic 2020,Mexico,2
2 dic 2020,Peru,3
2 dic 2020,Brazil,1
2 dic 2020,Argentina,188
3 dic 2020,Colombia,1
3 dic 2020,Argentina,133
3 dic 2020,Mexico,3
4 dic 2020,Argentina,141
4 dic 2020,Mexico,1
4 dic 2020,United States,2
4 dic 2020,Colombia,1
4 dic 2020,Spain,1
5 dic 2020,Paraguay,1
5 dic 2020,Ecuador,1
5 dic 2020,Bolivia,2
5 dic 2020,Argentina,61
5 dic 2020,Spain,1
6 dic 2020,Mexico,1
6 dic 2020,Argentina,12
6 dic 2020,Uruguay,3
6 dic 2020,Brazil,12
6 dic 2020,Mozambique,1
7 dic 2020,(not set),1
7 dic 2020,Argentina,27
8 dic 2020,United States,2
8 dic 2020,Argentina,72
8 dic 2020,Spain,3
8 dic 2020,Brazil,4
9 dic 2020,Peru,1
9 dic 2020,Mexico,4
9 dic 2020,Spain,1
9 dic 2020,Brazil,1
9 dic 2020,(not set),2
9 dic 2020,Argentina,87
10 dic 2020,France,1
10 dic 2020,United States,8
10 dic 2020,Peru,1
10 dic 2020,(not set),1
10 dic 2020,Argentina,100
10 dic 2020,Mexico,3
10 dic 2020,Spain,4
11 dic 2020,Argentina,62
11 dic 2020,United States,1
12 dic 2020,Mexico,3
12 dic 2020,Argentina,7
13 dic 2020,Chile,12
13 dic 2020,Argentina,15
13 dic 2020,United States,2
13 dic 2020,Peru,5
14 dic 2020,Mexico,3
14 dic 2020,Spain,1
14 dic 2020,United States,2
14 dic 2020,Argentina,73
15 dic 2020,Argentina,77
15 dic 2020,Bolivia,1
15 dic 2020,United States,2
16 dic 2020,China,1
16 dic 2020,Argentina,158
16 dic 2020,Spain,2
16 dic 2020,Peru,2
16 dic 2020,United States,1
17 dic 2020,United States,3
17 dic 2020,Bolivia,1
17 dic 2020,Argentina,179
18 dic 2020,Mexico,1
18 dic 2020,Spain,1
18 dic 2020,United States,18
18 dic 2020,Argentina,199
19 dic 2020,Peru,1
19 dic 2020,United States,3
19 dic 2020,Argentina,5
19 dic 2020,Honduras,1
20 dic 2020,Bolivia,1
20 dic 2020,Argentina,11
20 dic 2020,Peru,1
20 dic 2020,United States,1
20 dic 2020,Paraguay,1
21 dic 2020,Argentina,17
21 dic 2020,United States,1
22 dic 2020,Argentina,75
23 dic 2020,Spain,1
23 dic 2020,United States,1
23 dic 2020,Argentina,23
23 dic 2020,Brazil,3
24 dic 2020,Argentina,8
25 dic 2020,Argentina,7
26 dic 2020,Spain,1
26 dic 2020,Argentina,63
26 dic 2020,Bolivia,2
27 dic 2020,Venezuela,1
27 dic 2020,Argentina,17
27 dic 2020,Spain,1
27 dic 2020,Peru,1
28 dic 2020,Paraguay,1
28 dic 2020,Mexico,1
28 dic 2020,Argentina,12
28 dic 2020,Peru,1
29 dic 2020,Argentina,14
29 dic 2020,Brazil,1
30 dic 2020,Argentina,9
30 dic 2020,Spain,16
31 dic 2020,Argentina,16
31 dic 2020,Peru,1
1 ene 2021,Argentina,2
2 ene 2021,Argentina,5
2 ene 2021,Spain,2
3 ene 2021,Argentina,6
3 ene 2021,Peru,1
3 ene 2021,Spain,37
4 ene 2021,Argentina,30
4 ene 2021,Paraguay,9
4 ene 2021,Spain,1
4 ene 2021,Mexico,1
5 ene 2021,Chile,2
5 ene 2021,Argentina,34
5 ene 2021,United States,1
6 ene 2021,Argentina,17
7 ene 2021,Argentina,73
7 ene 2021,Spain,1
7 ene 2021,Mexico,1
7 ene 2021,Paraguay,7
8 ene 2021,Colombia,2
8 ene 2021,United States,1
8 ene 2021,Bolivia,1
8 ene 2021,Paraguay,1
8 ene 2021,Spain,3
8 ene 2021,Argentina,16
9 ene 2021,Colombia,1
9 ene 2021,Argentina,19
9 ene 2021,France,5
9 ene 2021,United States,3
9 ene 2021,Spain,3
10 ene 2021,Argentina,28
10 ene 2021,(not set),1
10 ene 2021,Spain,7
10 ene 2021,Ecuador,2
10 ene 2021,Nicaragua,1
10 ene 2021,Costa Rica,1
10 ene 2021,Mexico,1
10 ene 2021,France,1
11 ene 2021,Colombia,2
11 ene 2021,United States,1
11 ene 2021,(not set),1
11 ene 2021,Spain,1
11 ene 2021,Ecuador,1
11 ene 2021,Mexico,1
11 ene 2021,Argentina,29
12 ene 2021,Spain,5
12 ene 2021,Argentina,19
12 ene 2021,Bolivia,1
12 ene 2021,Costa Rica,1
13 ene 2021,Argentina,47
13 ene 2021,Ecuador,1
13 ene 2021,Spain,12
13 ene 2021,Mexico,1
13 ene 2021,Peru,6
13 ene 2021,Dominican Republic,1
14 ene 2021,Bolivia,1
14 ene 2021,Argentina,61
14 ene 2021,Spain,1
14 ene 2021,Mexico,3
15 ene 2021,Argentina,36
15 ene 2021,Mexico,1
15 ene 2021,Spain,2
15 ene 2021,Ecuador,2
15 ene 2021,Peru,1
16 ene 2021,Indonesia,1
16 ene 2021,Spain,2
16 ene 2021,(not set),4
16 ene 2021,Argentina,15
16 ene 2021,Peru,1
16 ene 2021,Brazil,2
17 ene 2021,Mexico,1
17 ene 2021,Argentina,44
17 ene 2021,Spain,1
18 ene 2021,Mexico,2
18 ene 2021,Colombia,1
18 ene 2021,Canada,1
18 ene 2021,Argentina,201
19 ene 2021,Argentina,37
19 ene 2021,Ecuador,1
19 ene 2021,Mexico,3
19 ene 2021,Costa Rica,1
20 ene 2021,United States,4
20 ene 2021,Argentina,31
20 ene 2021,Mexico,3
20 ene 2021,Australia,1
20 ene 2021,Peru,14
20 ene 2021,Colombia,1
20 ene 2021,Spain,1
21 ene 2021,Peru,3
21 ene 2021,Mexico,1
21 ene 2021,Spain,2
21 ene 2021,Argentina,25
21 ene 2021,Guatemala,1
22 ene 2021,Guatemala,1
22 ene 2021,Colombia,1
22 ene 2021,Spain,2
22 ene 2021,Germany,1
22 ene 2021,Argentina,20
23 ene 2021,Argentina,16
23 ene 2021,Spain,4
23 ene 2021,Mexico,2
23 ene 2021,Bolivia,1
24 ene 2021,Peru,1
24 ene 2021,Paraguay,1
24 ene 2021,Argentina,22
25 ene 2021,Mexico,2
25 ene 2021,Colombia,1
25 ene 2021,Spain,2
25 ene 2021,Brazil,1
25 ene 2021,Argentina,40
26 ene 2021,Mexico,3
26 ene 2021,Argentina,52
26 ene 2021,Spain,1
26 ene 2021,Peru,3
26 ene 2021,Costa Rica,2
26 ene 2021,Bolivia,250
27 ene 2021,Spain,1
27 ene 2021,Argentina,110
28 ene 2021,Colombia,2
28 ene 2021,Bolivia,1
28 ene 2021,Peru,10
28 ene 2021,Hungary,1
28 ene 2021,Argentina,46
28 ene 2021,Brazil,1
29 ene 2021,United States,10
29 ene 2021,Mexico,1
29 ene 2021,Argentina,21
29 ene 2021,Spain,1
29 ene 2021,Ecuador,1
29 ene 2021,Germany,1
30 ene 2021,Cuba,1
30 ene 2021,Argentina,30
30 ene 2021,Paraguay,1
30 ene 2021,Spain,1
31 ene 2021,Spain,4
31 ene 2021,Argentina,12
31 ene 2021,Bolivia,1
1 feb 2021,Argentina,41
1 feb 2021,Mexico,1
1 feb 2021,Germany,1
1 feb 2021,Peru,1
1 feb 2021,Spain,4
2 feb 2021,Spain,1
2 feb 2021,Mexico,1
2 feb 2021,Netherlands,2
2 feb 2021,Paraguay,1
2 feb 2021,Argentina,53
2 feb 2021,Brazil,1
3 feb 2021,Argentina,35
3 feb 2021,Ukraine,1
3 feb 2021,Guatemala,1
3 feb 2021,Spain,4
3 feb 2021,Mexico,1
4 feb 2021,Spain,2
4 feb 2021,Argentina,47
4 feb 2021,Mexico,1
4 feb 2021,Colombia,5
5 feb 2021,Spain,1
5 feb 2021,Argentina,60
5 feb 2021,Costa Rica,1
5 feb 2021,United States,1
5 feb 2021,Mexico,1
6 feb 2021,Peru,2
6 feb 2021,United States,1
6 feb 2021,Argentina,22
6 feb 2021,Spain,3
7 feb 2021,Uruguay,1
7 feb 2021,Argentina,37
8 feb 2021,Argentina,76
8 feb 2021,Brazil,1
8 feb 2021,Switzerland,1
8 feb 2021,Colombia,1
8 feb 2021,(not set),1
8 feb 2021,United States,1
8 feb 2021,Peru,1
9 feb 2021,Argentina,25
9 feb 2021,Mexico,8
10 feb 2021,Spain,1
10 feb 2021,Argentina,71
10 feb 2021,Paraguay,1
10 feb 2021,Bolivia,1
10 feb 2021,France,1
10 feb 2021,United States,1
11 feb 2021,Switzerland,2
11 feb 2021,Spain,1
11 feb 2021,Argentina,83
12 feb 2021,Brazil,1
12 feb 2021,Peru,1
12 feb 2021,Mexico,2
12 feb 2021,Argentina,114
12 feb 2021,Spain,1
12 feb 2021,France,1
12 feb 2021,Switzerland,2
13 feb 2021,Ecuador,1
13 feb 2021,Switzerland,1
13 feb 2021,Costa Rica,1
13 feb 2021,Argentina,22
14 feb 2021,Peru,1
14 feb 2021,Switzerland,1
14 feb 2021,Uruguay,2
14 feb 2021,Argentina,79
14 feb 2021,Colombia,1
15 feb 2021,Paraguay,2
15 feb 2021,Peru,1
15 feb 2021,Argentina,15
15 feb 2021,Mexico,1
15 feb 2021,Switzerland,1
16 feb 2021,Brazil,1
16 feb 2021,Panama,1
16 feb 2021,Mexico,1
16 feb 2021,Argentina,257
16 feb 2021,France,3
16 feb 2021,Peru,1
16 feb 2021,Costa Rica,1
17 feb 2021,Argentina,52
17 feb 2021,(not set),3
17 feb 2021,Switzerland,2
17 feb 2021,Brazil,3
17 feb 2021,Guatemala,1
17 feb 2021,Mexico,7
18 feb 2021,Switzerland,2
18 feb 2021,France,1
18 feb 2021,United States,1
18 feb 2021,Brazil,5
18 feb 2021,Mexico,1
18 feb 2021,Colombia,1
18 feb 2021,Argentina,60
18 feb 2021,Paraguay,2
19 feb 2021,Switzerland,2
19 feb 2021,Argentina,152
19 feb 2021,Spain,1
20 feb 2021,Mexico,4
20 feb 2021,Switzerland,1
20 feb 2021,Argentina,18
21 feb 2021,Argentina,8
21 feb 2021,Mexico,1
21 feb 2021,Switzerland,1
22 feb 2021,Chile,1
22 feb 2021,Switzerland,1
22 feb 2021,Peru,1
22 feb 2021,Mexico,1
22 feb 2021,Argentina,74
22 feb 2021,Paraguay,1
22 feb 2021,Venezuela,1
23 feb 2021,Ecuador,1
23 feb 2021,Argentina,94
23 feb 2021,Brazil,1
23 feb 2021,Spain,1
23 feb 2021,Paraguay,3
24 feb 2021,Chile,1
24 feb 2021,Argentina,74
24 feb 2021,Mexico,6
24 feb 2021,Spain,1
24 feb 2021,Guatemala,2
24 feb 2021,Peru,5
25 feb 2021,Spain,2
25 feb 2021,United States,5
25 feb 2021,Peru,3
25 feb 2021,Argentina,104
25 feb 2021,Switzerland,3
25 feb 2021,France,7
26 feb 2021,Switzerland,1
26 feb 2021,Argentina,82
26 feb 2021,Mexico,9
26 feb 2021,Ecuador,2
26 feb 2021,United States,1
26 feb 2021,Georgia,2
26 feb 2021,Spain,2
26 feb 2021,Brazil,2
27 feb 2021,Argentina,17
27 feb 2021,Chile,1
27 feb 2021,Peru,1
28 feb 2021,Peru,1
28 feb 2021,Spain,1
28 feb 2021,Argentina,3
28 feb 2021,Dominican Republic,1
1 mar 2021,Argentina,65
1 mar 2021,Mexico,3
1 mar 2021,Peru,32
2 mar 2021,Argentina,257
2 mar 2021,Puerto Rico,1
2 mar 2021,Bolivia,1
3 mar 2021,United States,1
3 mar 2021,Peru,1
3 mar 2021,Argentina,278
4 mar 2021,France,1
4 mar 2021,South Korea,2
4 mar 2021,Argentina,183
4 mar 2021,Mexico,1
5 mar 2021,France,1
5 mar 2021,Paraguay,1
5 mar 2021,Mexico,1
5 mar 2021,Honduras,1
5 mar 2021,Argentina,62
5 mar 2021,United States,1
5 mar 2021,Colombia,1
6 mar 2021,France,1
6 mar 2021,Guatemala,2
6 mar 2021,Paraguay,1
6 mar 2021,Argentina,29
6 mar 2021,Spain,1
6 mar 2021,Honduras,1
7 mar 2021,Argentina,115
7 mar 2021,Mexico,1
7 mar 2021,Colombia,1
8 mar 2021,Colombia,3
8 mar 2021,Costa Rica,1
8 mar 2021,Argentina,81
8 mar 2021,Spain,6
8 mar 2021,Norway,1
9 mar 2021,Argentina,79
9 mar 2021,Spain,4
9 mar 2021,Nicaragua,1
9 mar 2021,Switzerland,3
9 mar 2021,Paraguay,1
9 mar 2021,Brazil,1
9 mar 2021,Costa Rica,1
9 mar 2021,Germany,29
10 mar 2021,Mexico,2
10 mar 2021,Venezuela,1
10 mar 2021,United States,5
10 mar 2021,Spain,2
10 mar 2021,Argentina,222
11 mar 2021,Mexico,1
11 mar 2021,Argentina,138
11 mar 2021,United States,4
11 mar 2021,Spain,1
11 mar 2021,Paraguay,5
11 mar 2021,Bolivia,1
11 mar 2021,Brazil,1
11 mar 2021,Chile,1
12 mar 2021,Spain,1
12 mar 2021,United States,1
12 mar 2021,Argentina,70
13 mar 2021,Argentina,85
13 mar 2021,Mexico,1
13 mar 2021,Spain,1
14 mar 2021,Argentina,44
15 mar 2021,Bolivia,1
15 mar 2021,Spain,3
15 mar 2021,Argentina,196
15 mar 2021,Ecuador,1
15 mar 2021,Mexico,2
15 mar 2021,Brazil,1
16 mar 2021,France,1
16 mar 2021,Argentina,136
16 mar 2021,Chile,1
16 mar 2021,Paraguay,1
16 mar 2021,Spain,1
16 mar 2021,Ecuador,3
16 mar 2021,Nicaragua,12
17 mar 2021,Brazil,1
17 mar 2021,Argentina,174
17 mar 2021,United States,1
17 mar 2021,Paraguay,1
17 mar 2021,Mexico,1
17 mar 2021,Spain,6
18 mar 2021,Argentina,176
18 mar 2021,Mexico,2
18 mar 2021,Chile,3
18 mar 2021,United States,7
18 mar 2021,Brazil,1
18 mar 2021,Spain,3
19 mar 2021,Chile,47
19 mar 2021,Spain,5
19 mar 2021,United States,2
19 mar 2021,Portugal,1
19 mar 2021,Mexico,2
19 mar 2021,Philippines,4
19 mar 2021,Argentina,134
19 mar 2021,Switzerland,4
19 mar 2021,Brazil,4
20 mar 2021,Paraguay,1
20 mar 2021,Argentina,72
20 mar 2021,Spain,2
21 mar 2021,Argentina,49
21 mar 2021,Chile,1
21 mar 2021,Paraguay,1
21 mar 2021,Spain,1
22 mar 2021,Argentina,136
22 mar 2021,Paraguay,3
22 mar 2021,Spain,9
22 mar 2021,Bolivia,1
22 mar 2021,Mexico,1
23 mar 2021,Spain,2
23 mar 2021,Uruguay,1
23 mar 2021,Paraguay,2
23 mar 2021,Argentina,132
23 mar 2021,Brazil,1
23 mar 2021,Mexico,1
24 mar 2021,Germany,1
24 mar 2021,Paraguay,2
24 mar 2021,Argentina,335
24 mar 2021,Spain,1
24 mar 2021,Cuba,1
24 mar 2021,Guatemala,1
24 mar 2021,United States,7
25 mar 2021,(not set),1
25 mar 2021,United States,1
25 mar 2021,Azerbaijan,1
25 mar 2021,Mexico,2
25 mar 2021,Argentina,166
25 mar 2021,Ecuador,1
25 mar 2021,Spain,2
26 mar 2021,Mexico,10
26 mar 2021,Costa Rica,2
26 mar 2021,Spain,1
26 mar 2021,Argentina,129
26 mar 2021,United States,2
26 mar 2021,France,3
27 mar 2021,Paraguay,1
27 mar 2021,Mexico,1
27 mar 2021,(not set),1
27 mar 2021,Argentina,129
27 mar 2021,Brazil,4
27 mar 2021,Spain,2
28 mar 2021,Colombia,1
28 mar 2021,Spain,1
28 mar 2021,(not set),1
28 mar 2021,Argentina,39
28 mar 2021,Paraguay,1
29 mar 2021,Mexico,5
29 mar 2021,Argentina,129
29 mar 2021,Spain,4
29 mar 2021,United States,6
30 mar 2021,Brazil,1
30 mar 2021,Chile,1
30 mar 2021,(not set),1
30 mar 2021,Spain,2
30 mar 2021,Italy,1
30 mar 2021,United States,1
30 mar 2021,Argentina,151
31 mar 2021,Colombia,2
31 mar 2021,Mexico,1
31 mar 2021,Spain,2
31 mar 2021,United States,6
31 mar 2021,Germany,2
31 mar 2021,Argentina,134
1 abr 2021,Spain,1
1 abr 2021,Italy,1
1 abr 2021,Brazil,10
1 abr 2021,Argentina,65
1 abr 2021,United States,1
2 abr 2021,Mexico,4
2 abr 2021,Argentina,78
2 abr 2021,Spain,2
3 abr 2021,Argentina,70
3 abr 2021,Spain,1
3 abr 2021,Mexico,20
3 abr 2021,United States,1
4 abr 2021,China,1
4 abr 2021,Colombia,1
4 abr 2021,Argentina,30
4 abr 2021,Paraguay,1
4 abr 2021,Spain,1
4 abr 2021,Mexico,1
5 abr 2021,Argentina,108
5 abr 2021,Spain,1
5 abr 2021,(not set),2
5 abr 2021,Paraguay,3
5 abr 2021,Peru,2
5 abr 2021,Chile,1
6 abr 2021,Argentina,238
6 abr 2021,Spain,1
7 abr 2021,Argentina,107
7 abr 2021,Spain,3
7 abr 2021,(not set),2
8 abr 2021,Spain,5
8 abr 2021,Paraguay,1
8 abr 2021,Argentina,91
8 abr 2021,Venezuela,3
8 abr 2021,United States,4
9 abr 2021,Guatemala,1
9 abr 2021,United States,1
9 abr 2021,Argentina,70
9 abr 2021,Spain,1
9 abr 2021,Mexico,1
9 abr 2021,(not set),1
9 abr 2021,Brazil,19
10 abr 2021,Guatemala,1
10 abr 2021,Argentina,90
10 abr 2021,Colombia,1
10 abr 2021,Spain,1
10 abr 2021,Venezuela,1
10 abr 2021,Paraguay,1
10 abr 2021,Mexico,2
11 abr 2021,Czechia,1
11 abr 2021,Guatemala,1
11 abr 2021,Argentina,76
