,Fecha,Vistas,Usuarios nuevos,Total de usuarios,Sesiones por usuario,Sesiones,mobile Vistas,mobile Usuarios nuevos,mobile Total de usuarios,mobile Sesiones por usuario,mobile Sesiones,desktop Vistas,desktop Usuarios nuevos,desktop Total de usuarios,desktop Sesiones por usuario,desktop Sesiones,tablet Vistas,tablet Usuarios nuevos,tablet Total de usuarios,tablet Sesiones por usuario,tablet Sesiones
191,26 dic 2022,3,3,4,2.5,4,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.5,3.0,,,,,
192,27 dic 2022,3,2,3,3.0,3,2.0,1.0,2.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0
193,28 dic 2022,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
194,29 dic 2022,2,2,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
195,30 dic 2022,4,4,5,,5,3.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
196,31 dic 2022,2,2,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
197,1 ene 2023,2,1,1,1.0,1,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
198,2 ene 2023,4,2,2,1.0,2,,,,,,4.0,2.0,2.0,1.0,2.0,,,,,
199,3 ene 2023,3,1,2,2.0,2,,,,,,3.0,1.0,2.0,2.0,2.0,,,,,
200,4 ene 2023,8,4,6,3.0,6,7.0,4.0,4.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,,,,,
201,5 ene 2023,2,2,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
202,6 ene 2023,3,3,3,1.0,3,3.0,3.0,3.0,1.0,3.0,,,,,,,,,,
203,7 ene 2023,2,2,2,1.0,2,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,
204,8 ene 2023,6,3,3,1.0,3,6.0,3.0,3.0,1.0,3.0,,,,,,,,,,
205,9 ene 2023,5,4,4,2.0,4,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,,,,,
206,10 ene 2023,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
207,11 ene 2023,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
208,13 ene 2023,6,3,3,1.6666666666666667,5,6.0,3.0,3.0,1.6666666666666667,5.0,,,,,,,,,,
209,14 ene 2023,3,3,3,2.0,3,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
210,15 ene 2023,2,1,1,2.0,2,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,
211,16 ene 2023,4,3,3,2.0,3,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,,,,,
212,17 ene 2023,2,1,1,1.0,1,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,
213,18 ene 2023,3,1,2,1.0,2,,,,,,3.0,1.0,2.0,1.0,2.0,,,,,
214,19 ene 2023,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
215,20 ene 2023,3,3,3,1.0,3,3.0,3.0,3.0,1.0,3.0,,,,,,,,,,
216,21 ene 2023,6,5,6,2.0,6,4.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,,,,,
217,22 ene 2023,3,2,2,2.0,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
218,23 ene 2023,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
219,24 ene 2023,5,5,5,2.0,5,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,
220,25 ene 2023,4,2,3,,3,1.0,0.0,1.0,,1.0,3.0,2.0,2.0,1.0,2.0,,,,,
221,26 ene 2023,5,3,4,2.0,4,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,
222,27 ene 2023,8,6,7,2.2,8,2.0,1.0,2.0,1.0,2.0,6.0,5.0,5.0,1.2,6.0,,,,,
223,28 ene 2023,2,1,1,1.0,1,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
224,29 ene 2023,2,1,2,1.0,2,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,
225,30 ene 2023,9,5,5,2.0,5,6.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,,,,,
226,31 ene 2023,11,7,7,2.0,7,3.0,2.0,2.0,1.0,2.0,8.0,5.0,5.0,1.0,5.0,,,,,
227,1 feb 2023,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
228,2 feb 2023,8,4,7,2.666666666666667,7,2.0,2.0,2.0,1.0,2.0,6.0,2.0,5.0,1.6666666666666667,5.0,,,,,
229,3 feb 2023,8,5,8,2.666666666666667,8,3.0,3.0,3.0,1.0,3.0,5.0,2.0,5.0,1.6666666666666667,5.0,,,,,
230,4 feb 2023,5,3,5,1.25,5,5.0,3.0,5.0,1.25,5.0,,,,,,,,,,
231,5 feb 2023,2,2,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
232,6 feb 2023,10,5,8,2.25,9,5.0,2.0,4.0,1.0,4.0,5.0,3.0,4.0,1.25,5.0,,,,,
233,7 feb 2023,17,5,5,2.5,6,13.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,1.5,3.0,,,,,
234,8 feb 2023,9,4,6,2.333333333333333,7,4.0,3.0,3.0,1.3333333333333333,4.0,5.0,1.0,3.0,1.0,3.0,,,,,
235,9 feb 2023,8,4,6,2.5,6,3.0,2.0,3.0,1.5,3.0,5.0,2.0,3.0,1.0,3.0,,,,,
236,10 feb 2023,8,2,3,,4,2.0,0.0,1.0,,2.0,6.0,2.0,2.0,1.0,2.0,,,,,
237,11 feb 2023,4,3,3,1.0,3,,,,,,4.0,3.0,3.0,1.0,3.0,,,,,
238,12 feb 2023,8,4,5,2.25,6,1.0,1.0,1.0,1.0,1.0,7.0,3.0,4.0,1.25,5.0,,,,,
239,13 feb 2023,10,4,6,2.75,8,1.0,1.0,1.0,1.0,1.0,9.0,3.0,5.0,1.75,7.0,,,,,
240,14 feb 2023,21,5,7,2.0,7,2.0,1.0,1.0,1.0,1.0,19.0,4.0,6.0,1.0,6.0,,,,,
241,15 feb 2023,13,4,6,2.25,7,2.0,1.0,2.0,1.0,2.0,11.0,3.0,4.0,1.25,5.0,,,,,
242,16 feb 2023,16,5,7,2.166666666666667,8,1.0,1.0,1.0,1.0,1.0,15.0,4.0,6.0,1.1666666666666667,7.0,,,,,
243,17 feb 2023,29,17,22,2.5545454545454547,27,11.0,10.0,11.0,1.1,11.0,18.0,7.0,11.0,1.4545454545454546,16.0,,,,,
244,18 feb 2023,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
245,19 feb 2023,1,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
246,20 feb 2023,3,3,3,1.0,3,3.0,3.0,3.0,1.0,3.0,,,,,,,,,,
247,21 feb 2023,4,4,4,2.0,4,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
248,22 feb 2023,11,9,10,2.0,10,4.0,4.0,4.0,1.0,4.0,7.0,5.0,6.0,1.0,6.0,,,,,
249,23 feb 2023,12,10,10,2.625,12,10.0,8.0,8.0,1.125,9.0,2.0,2.0,2.0,1.5,3.0,,,,,
250,24 feb 2023,7,6,6,2.0,6,6.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,
251,25 feb 2023,13,10,11,2.166666666666667,11,7.0,6.0,7.0,1.1666666666666667,7.0,6.0,4.0,4.0,1.0,4.0,,,,,
252,26 feb 2023,14,7,9,2.833333333333333,12,12.0,6.0,8.0,1.8333333333333333,11.0,2.0,1.0,1.0,1.0,1.0,,,,,
253,27 feb 2023,30,19,25,2.3636363636363638,27,17.0,9.0,13.0,1.3636363636363635,15.0,13.0,10.0,12.0,1.0,12.0,,,,,
254,28 feb 2023,41,17,22,3.3809523809523814,25,25.0,11.0,15.0,1.2142857142857142,17.0,15.0,5.0,6.0,1.1666666666666667,7.0,1.0,1.0,1.0,1.0,1.0
255,1 mar 2023,43,19,24,2.8088235294117645,25,35.0,16.0,18.0,1.0588235294117647,18.0,8.0,3.0,6.0,1.75,7.0,,,,,
256,2 mar 2023,39,22,27,3.507692307692308,31,24.0,12.0,14.0,1.3076923076923077,17.0,13.0,8.0,11.0,1.2,12.0,2.0,2.0,2.0,1.0,2.0
257,3 mar 2023,39,11,15,2.291666666666667,16,11.0,7.0,9.0,1.125,9.0,28.0,4.0,6.0,1.1666666666666667,7.0,,,,,
258,4 mar 2023,11,6,6,2.0,6,10.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,
259,5 mar 2023,16,7,11,3.5,12,6.0,3.0,6.0,2.0,6.0,10.0,4.0,5.0,1.5,6.0,,,,,
260,6 mar 2023,31,18,20,2.5584415584415585,23,19.0,11.0,12.0,1.2727272727272727,14.0,12.0,7.0,8.0,1.2857142857142858,9.0,,,,,
261,7 mar 2023,19,10,15,2.142857142857143,16,10.0,5.0,8.0,1.0,8.0,9.0,5.0,7.0,1.1428571428571428,8.0,,,,,
262,8 mar 2023,29,13,16,2.3888888888888893,18,16.0,9.0,10.0,1.2222222222222223,11.0,13.0,4.0,6.0,1.1666666666666667,7.0,,,,,
263,9 mar 2023,12,6,12,3.0,12,7.0,3.0,7.0,1.75,7.0,5.0,3.0,5.0,1.25,5.0,,,,,
264,10 mar 2023,25,14,18,3.2539682539682535,19,12.0,7.0,10.0,1.1111111111111112,10.0,12.0,6.0,7.0,1.1428571428571428,8.0,1.0,1.0,1.0,1.0,1.0
265,11 mar 2023,11,5,5,2.5,6,5.0,3.0,3.0,1.0,3.0,6.0,2.0,2.0,1.5,3.0,,,,,
266,12 mar 2023,8,6,6,3.0,7,5.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,,,,,
267,13 mar 2023,20,9,12,2.2857142857142856,14,7.0,5.0,5.0,1.0,5.0,13.0,4.0,7.0,1.2857142857142858,9.0,,,,,
268,14 mar 2023,17,7,10,4.333333333333333,13,10.0,3.0,5.0,1.0,5.0,6.0,3.0,4.0,2.333333333333333,7.0,1.0,1.0,1.0,1.0,1.0
269,15 mar 2023,49,23,27,3.3205128205128203,30,27.0,12.0,13.0,1.1538461538461535,15.0,20.0,10.0,13.0,1.1666666666666667,14.0,2.0,1.0,1.0,1.0,1.0
270,16 mar 2023,36,14,23,2.2588235294117647,24,27.0,11.0,17.0,1.0588235294117647,18.0,9.0,3.0,6.0,1.2,6.0,,,,,
271,17 mar 2023,24,7,14,3.1,15,7.0,0.0,4.0,2.0,4.0,17.0,7.0,10.0,1.1,11.0,,,,,
272,18 mar 2023,29,14,17,2.2,18,18.0,8.0,11.0,1.2,12.0,11.0,6.0,6.0,1.0,6.0,,,,,
273,19 mar 2023,13,9,10,3.0,10,10.0,6.0,7.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
274,20 mar 2023,30,16,22,2.5,25,17.0,8.0,11.0,1.2,12.0,13.0,8.0,11.0,1.3,13.0,,,,,
275,21 mar 2023,27,15,18,2.333333333333333,19,24.0,14.0,15.0,1.0,15.0,3.0,1.0,3.0,1.3333333333333333,4.0,,,,,
276,22 mar 2023,24,12,16,2.791666666666667,20,13.0,6.0,6.0,1.1666666666666667,7.0,11.0,6.0,10.0,1.625,13.0,,,,,
277,23 mar 2023,20,13,15,2.311111111111111,16,12.0,8.0,9.0,1.1111111111111112,10.0,8.0,5.0,6.0,1.2,6.0,,,,,
278,24 mar 2023,5,5,5,2.0,5,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,
279,25 mar 2023,10,9,10,2.0,10,8.0,7.0,8.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,,,,,
280,26 mar 2023,14,12,14,3.111111111111111,14,10.0,8.0,10.0,1.1111111111111112,10.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
281,27 mar 2023,9,8,9,2.5,9,6.0,6.0,6.0,1.0,6.0,3.0,2.0,3.0,1.5,3.0,,,,,
282,28 mar 2023,18,10,14,3.166666666666667,14,10.0,5.0,6.0,1.0,6.0,7.0,4.0,7.0,1.1666666666666667,7.0,1.0,1.0,1.0,1.0,1.0
283,29 mar 2023,27,13,17,2.2222222222222223,17,14.0,7.0,11.0,1.2222222222222223,11.0,13.0,6.0,6.0,1.0,6.0,,,,,
284,30 mar 2023,19,13,19,2.25,19,10.0,5.0,10.0,1.25,10.0,9.0,8.0,9.0,1.0,9.0,,,,,
285,31 mar 2023,99,8,15,2.55,18,43.0,6.0,11.0,1.3,13.0,56.0,2.0,4.0,1.25,5.0,,,,,
286,1 abr 2023,22,8,9,2.0,9,5.0,2.0,3.0,1.0,3.0,17.0,6.0,6.0,1.0,6.0,,,,,
287,2 abr 2023,15,11,13,3.2222222222222223,13,13.0,9.0,11.0,1.2222222222222223,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
288,3 abr 2023,23,10,12,2.6,13,15.0,5.0,7.0,1.6,8.0,8.0,5.0,5.0,1.0,5.0,,,,,
289,4 abr 2023,30,15,17,3.0,17,17.0,9.0,9.0,1.0,9.0,11.0,5.0,7.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0
290,5 abr 2023,13,11,13,2.0,13,9.0,8.0,9.0,1.0,9.0,4.0,3.0,4.0,1.0,4.0,,,,,
291,6 abr 2023,10,6,6,2.0,6,3.0,3.0,3.0,1.0,3.0,7.0,3.0,3.0,1.0,3.0,,,,,
292,7 abr 2023,9,6,6,2.0,6,1.0,1.0,1.0,1.0,1.0,8.0,5.0,5.0,1.0,5.0,,,,,
293,8 abr 2023,13,10,12,2.333333333333333,13,5.0,5.0,5.0,1.0,5.0,8.0,5.0,7.0,1.3333333333333333,8.0,,,,,
294,9 abr 2023,19,2,3,2.0,3,12.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,,,,,
295,10 abr 2023,5,4,4,2.0,4,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,,,,,
296,11 abr 2023,6,5,8,2.5,8,2.0,2.0,2.0,1.0,2.0,4.0,3.0,6.0,1.5,6.0,,,,,
297,12 abr 2023,58,28,35,2.6630036630036638,43,32.0,17.0,21.0,1.0476190476190477,22.0,26.0,11.0,14.0,1.6153846153846154,21.0,,,,,
298,13 abr 2023,30,13,17,2.2666666666666666,18,24.0,8.0,11.0,1.1,11.0,6.0,5.0,6.0,1.1666666666666667,7.0,,,,,
299,14 abr 2023,18,9,16,2.3888888888888893,18,9.0,6.0,6.0,1.1666666666666667,7.0,9.0,3.0,10.0,1.2222222222222223,11.0,,,,,
300,15 abr 2023,10,4,6,2.0,6,8.0,4.0,4.0,1.0,4.0,2.0,0.0,2.0,1.0,2.0,,,,,
301,16 abr 2023,17,12,14,2.0,14,15.0,10.0,11.0,1.0,11.0,2.0,2.0,3.0,1.0,3.0,,,,,
302,17 abr 2023,22,14,16,3.375,17,15.0,8.0,10.0,1.375,11.0,6.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
303,18 abr 2023,23,11,12,2.0,12,20.0,8.0,9.0,1.0,9.0,3.0,3.0,3.0,1.0,3.0,,,,,
304,19 abr 2023,22,14,15,2.2,15,10.0,5.0,6.0,1.2,6.0,12.0,9.0,9.0,1.0,9.0,,,,,
305,20 abr 2023,41,9,14,2.4,17,3.0,3.0,3.0,1.0,3.0,38.0,6.0,11.0,1.4,14.0,,,,,
306,21 abr 2023,27,6,8,2.9,10,9.0,5.0,6.0,1.4,7.0,18.0,1.0,2.0,1.5,3.0,,,,,
307,22 abr 2023,40,10,11,3.666666666666667,13,13.0,6.0,7.0,1.0,7.0,26.0,3.0,3.0,1.6666666666666667,5.0,1.0,1.0,1.0,1.0,1.0
308,23 abr 2023,51,13,17,2.5972222222222223,22,13.0,7.0,9.0,1.2222222222222223,11.0,38.0,6.0,8.0,1.375,11.0,,,,,
309,24 abr 2023,27,12,18,2.8035714285714293,21,15.0,7.0,9.0,1.4285714285714286,10.0,12.0,5.0,9.0,1.375,11.0,,,,,
310,25 abr 2023,11,8,9,5.0,11,8.0,7.0,7.0,1.0,7.0,3.0,1.0,2.0,4.0,4.0,,,,,
311,26 abr 2023,41,11,16,2.583333333333333,18,28.0,4.0,7.0,1.3333333333333333,8.0,13.0,7.0,9.0,1.25,10.0,,,,,
312,27 abr 2023,89,27,32,2.517094017094017,38,26.0,17.0,19.0,1.0555555555555556,19.0,63.0,10.0,13.0,1.4615384615384617,19.0,,,,,
313,28 abr 2023,27,9,14,3.0,18,16.0,5.0,6.0,1.1666666666666667,7.0,11.0,4.0,8.0,1.8333333333333333,11.0,,,,,
314,29 abr 2023,42,17,22,3.2307692307692313,30,30.0,11.0,13.0,1.2307692307692308,16.0,12.0,6.0,9.0,2.0,14.0,,,,,
315,30 abr 2023,31,6,12,4.0,16,16.0,5.0,9.0,2.0,12.0,15.0,1.0,3.0,2.0,4.0,,,,,
316,1 may 2023,14,3,6,2.833333333333333,7,11.0,2.0,3.0,1.3333333333333333,4.0,3.0,1.0,3.0,1.5,3.0,,,,,
317,2 may 2023,64,23,29,2.9673202614379086,38,41.0,14.0,19.0,1.4117647058823528,24.0,23.0,9.0,10.0,1.5555555555555556,14.0,,,,,
318,3 may 2023,108,32,47,3.2211538461538467,65,64.0,22.0,28.0,1.3461538461538465,35.0,44.0,10.0,19.0,1.875,30.0,,,,,
319,4 may 2023,87,24,41,3.583333333333333,56,70.0,19.0,30.0,1.7083333333333333,41.0,17.0,5.0,11.0,1.875,15.0,,,,,
320,5 may 2023,43,8,23,3.666666666666667,29,20.0,5.0,14.0,1.6666666666666667,15.0,23.0,3.0,9.0,2.0,14.0,,,,,
321,6 may 2023,94,32,39,2.64039408866995,42,66.0,27.0,30.0,1.0689655172413792,31.0,28.0,5.0,9.0,1.5714285714285714,11.0,,,,,
322,7 may 2023,37,13,21,4.000000000000001,28,21.0,6.0,13.0,2.5714285714285716,18.0,16.0,7.0,8.0,1.4285714285714286,10.0,,,,,
323,8 may 2023,67,25,34,3.3475935828877,46,44.0,15.0,19.0,1.5294117647058822,26.0,23.0,10.0,15.0,1.8181818181818181,20.0,,,,,
324,9 may 2023,54,28,41,4.116883116883118,52,35.0,22.0,29.0,1.5454545454545454,34.0,19.0,6.0,12.0,2.5714285714285716,18.0,,,,,
325,10 may 2023,76,29,42,2.7446153846153845,52,54.0,21.0,28.0,1.36,34.0,22.0,8.0,14.0,1.3846153846153846,18.0,,,,,
326,11 may 2023,85,29,46,4.029761904761905,58,49.0,21.0,30.0,1.4583333333333333,35.0,35.0,8.0,15.0,1.5714285714285714,22.0,1.0,0.0,1.0,1.0,1.0
327,12 may 2023,56,15,30,3.925,44,37.0,9.0,19.0,1.8,27.0,19.0,6.0,11.0,2.125,17.0,,,,,
328,13 may 2023,100,37,49,3.375,66,77.0,32.0,39.0,1.5,51.0,23.0,5.0,10.0,1.875,15.0,,,,,
329,14 may 2023,38,14,26,3.7058823529411766,32,33.0,12.0,23.0,1.7058823529411764,29.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
330,15 may 2023,36,12,26,4.041666666666667,34,20.0,7.0,13.0,1.6666666666666667,15.0,16.0,5.0,13.0,2.375,19.0,,,,,
